,HouseID,ParentRespID,RaterHouseID,Valence,Year,academics-oriented,athletics-oriented,conservative,diverse,inclusive,party-oriented,prestigious,safe,service-oriented
241,3.0,68.0,4.0,18.0,2003.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0
242,4.0,68.0,4.0,30.0,2003.0,3.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0
243,1.0,69.0,2.0,15.0,2017.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,
244,3.0,69.0,2.0,14.0,2017.0,,1.0,2.0,3.0,3.0,3.0,3.0,3.0,
245,4.0,69.0,2.0,25.0,2017.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0
246,2.0,69.0,2.0,18.0,2017.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0
247,3.0,70.0,1.0,8.0,1990.0,,,,1.0,1.0,4.0,,1.0,1.0
248,4.0,70.0,1.0,1.0,1990.0,,,,,,1.0,,,
249,1.0,70.0,1.0,21.0,1990.0,4.0,2.0,1.0,5.0,5.0,2.0,2.0,4.0,2.0
250,2.0,71.0,1.0,14.0,2011.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0
251,3.0,71.0,1.0,14.0,2011.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0
252,4.0,71.0,1.0,21.0,2011.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0
253,1.0,71.0,1.0,23.0,2011.0,5.0,2.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0
254,2.0,72.0,1.0,18.0,2019.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0
255,3.0,72.0,1.0,14.0,2019.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
256,4.0,72.0,1.0,21.0,2019.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0
257,1.0,72.0,1.0,21.0,2019.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0
258,2.0,73.0,1.0,16.0,1992.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
259,3.0,73.0,1.0,11.0,1992.0,2.0,1.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0
260,4.0,73.0,1.0,11.0,1992.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0
261,1.0,73.0,1.0,18.0,1992.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0
262,1.0,74.0,1.0,20.0,2005.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0
263,2.0,75.0,1.0,16.0,2013.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0
264,3.0,75.0,1.0,13.0,2013.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
265,4.0,75.0,1.0,19.0,2013.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0
266,1.0,75.0,1.0,17.0,2013.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,2.0
267,2.0,76.0,1.0,9.0,1999.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0
268,3.0,76.0,1.0,9.0,1999.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0
269,4.0,76.0,1.0,12.0,1999.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0
270,1.0,76.0,1.0,20.0,1999.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,2.0
271,1.0,77.0,3.0,16.0,2019.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1.0
272,2.0,77.0,3.0,17.0,2019.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0
273,4.0,77.0,3.0,19.0,2019.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,1.0
274,3.0,77.0,3.0,22.0,2019.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0
275,2.0,78.0,1.0,18.0,2015.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
276,3.0,78.0,1.0,18.0,2015.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
277,4.0,78.0,1.0,18.0,2015.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
278,1.0,78.0,1.0,19.0,2015.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0
279,2.0,79.0,1.0,20.0,1992.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,2.0,4.0
280,3.0,79.0,1.0,18.0,1992.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,3.0
281,4.0,79.0,1.0,19.0,1992.0,5.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0
282,1.0,79.0,1.0,23.0,1992.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0
283,2.0,80.0,1.0,15.0,2007.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0
284,3.0,80.0,1.0,15.0,2007.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0
285,4.0,80.0,1.0,23.0,2007.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0
286,1.0,80.0,1.0,22.0,2007.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0
287,2.0,81.0,1.0,19.0,2019.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,3.0
288,3.0,81.0,1.0,22.0,2019.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0
289,4.0,81.0,1.0,16.0,2019.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0
290,1.0,81.0,1.0,19.0,2019.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,5.0,2.0
291,1.0,82.0,1.0,21.0,2004.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,5.0,2.0
292,2.0,83.0,1.0,15.0,2009.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0
293,3.0,83.0,1.0,16.0,2009.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0
294,4.0,83.0,1.0,21.0,2009.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
295,1.0,83.0,1.0,16.0,2009.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0
296,2.0,84.0,1.0,21.0,2007.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0
297,3.0,84.0,1.0,14.0,2007.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0
298,4.0,84.0,1.0,25.0,2007.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0
299,1.0,84.0,1.0,21.0,2007.0,3.0,2.0,1.0,5.0,5.0,2.0,1.0,5.0,2.0
300,1.0,85.0,2.0,13.0,2017.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0
301,3.0,85.0,2.0,13.0,2017.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0
302,4.0,85.0,2.0,22.0,2017.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0
303,2.0,85.0,2.0,18.0,2017.0,5.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0
304,3.0,86.0,1.0,14.0,2009.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,1.0
305,4.0,86.0,1.0,12.0,2009.0,1.0,4.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0
306,1.0,86.0,1.0,20.0,2009.0,5.0,1.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0
307,1.0,87.0,1.0,23.0,2005.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,2.0
308,1.0,88.0,2.0,17.0,2019.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0
309,3.0,88.0,2.0,21.0,2019.0,2.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0
310,4.0,88.0,2.0,19.0,2019.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,1.0
311,2.0,88.0,2.0,21.0,2019.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0
312,1.0,89.0,2.0,20.0,2004.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0
313,3.0,89.0,2.0,15.0,2004.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0
314,4.0,89.0,2.0,22.0,2004.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0
315,2.0,89.0,2.0,16.0,2004.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0
316,1.0,90.0,2.0,20.0,1993.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0
317,3.0,90.0,2.0,19.0,1993.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0
318,4.0,90.0,2.0,19.0,1993.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0
319,2.0,90.0,2.0,18.0,1993.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0
320,2.0,91.0,2.0,17.0,2019.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0
321,1.0,92.0,2.0,17.0,2014.0,2.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,3.0
322,3.0,92.0,2.0,16.0,2014.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0
323,4.0,92.0,2.0,23.0,2014.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0
324,2.0,92.0,2.0,17.0,2014.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0
325,3.0,93.0,1.0,12.0,1991.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0
326,1.0,93.0,1.0,21.0,1991.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0
327,1.0,94.0,2.0,21.0,2009.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,4.0
328,3.0,94.0,2.0,23.0,2009.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0
329,4.0,94.0,2.0,27.0,2009.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0
330,2.0,94.0,2.0,26.0,2009.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0
331,2.0,95.0,1.0,17.0,2013.0,2.0,2.0,,2.0,4.0,4.0,3.0,2.0,
332,1.0,95.0,1.0,16.0,2013.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0
333,2.0,96.0,4.0,19.0,2011.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0
334,3.0,96.0,4.0,14.0,2011.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0
335,4.0,96.0,4.0,29.0,2011.0,3.0,5.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0
336,1.0,97.0,2.0,20.0,2009.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0
337,3.0,97.0,2.0,20.0,2009.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,3.0
338,4.0,97.0,2.0,29.0,2009.0,4.0,5.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0
339,2.0,97.0,2.0,23.0,2009.0,3.0,2.0,1.0,3.0,5.0,5.0,1.0,4.0,4.0
340,2.0,98.0,1.0,12.0,2006.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0
341,3.0,98.0,1.0,15.0,2006.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0
342,4.0,98.0,1.0,17.0,2006.0,1.0,5.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0
343,1.0,98.0,1.0,17.0,2006.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0
344,2.0,99.0,1.0,21.0,2015.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0
345,3.0,99.0,1.0,13.0,2015.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0
346,4.0,99.0,1.0,20.0,2015.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0
347,1.0,99.0,1.0,20.0,2015.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0,3.0
348,2.0,100.0,1.0,12.0,2003.0,,,,,4.0,,4.0,,4.0
349,1.0,100.0,1.0,22.0,2003.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,3.0
350,2.0,101.0,1.0,14.0,2004.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0
351,3.0,101.0,1.0,15.0,2004.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0
352,4.0,101.0,1.0,16.0,2004.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0
353,1.0,101.0,1.0,18.0,2004.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0
354,2.0,102.0,1.0,17.0,2012.0,,4.0,,2.0,2.0,5.0,3.0,1.0,
355,3.0,102.0,1.0,12.0,2012.0,,2.0,,1.0,1.0,4.0,3.0,1.0,
356,4.0,102.0,1.0,21.0,2012.0,,4.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0
357,1.0,102.0,1.0,22.0,2012.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0
358,1.0,103.0,3.0,17.0,2014.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0
359,2.0,103.0,3.0,18.0,2014.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0
360,4.0,103.0,3.0,27.0,2014.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0
361,3.0,103.0,3.0,18.0,2014.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0
362,2.0,104.0,1.0,7.0,2013.0,,,,,,4.0,,3.0,
363,3.0,104.0,1.0,5.0,2013.0,,,,,,5.0,,,
364,1.0,104.0,1.0,25.0,2013.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0
365,1.0,105.0,3.0,20.0,2016.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0
366,2.0,105.0,3.0,17.0,2016.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0
367,4.0,105.0,3.0,25.0,2016.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0
368,3.0,105.0,3.0,23.0,2016.0,4.0,1.0,1.0,5.0,5.0,4.0,2.0,4.0,3.0
369,2.0,106.0,3.0,16.0,1993.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0
370,4.0,106.0,3.0,13.0,1993.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0
371,3.0,106.0,3.0,21.0,1993.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,4.0
372,2.0,107.0,1.0,9.0,2011.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
373,3.0,107.0,1.0,13.0,2011.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0
374,4.0,107.0,1.0,11.0,2011.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0
375,1.0,107.0,1.0,18.0,2011.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0
376,2.0,108.0,1.0,19.0,2015.0,2.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0
377,3.0,108.0,1.0,11.0,2015.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0
378,4.0,108.0,1.0,19.0,2015.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0
379,1.0,108.0,1.0,23.0,2015.0,3.0,2.0,1.0,5.0,5.0,4.0,2.0,4.0,2.0
380,2.0,109.0,4.0,23.0,2009.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0
381,3.0,109.0,4.0,15.0,2009.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0
382,4.0,109.0,4.0,28.0,2009.0,3.0,3.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0
383,1.0,110.0,3.0,18.0,2018.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,5.0,3.0
384,2.0,110.0,3.0,19.0,2018.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
385,4.0,110.0,3.0,26.0,2018.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
386,3.0,110.0,3.0,24.0,2018.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0
387,1.0,111.0,4.0,21.0,2017.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,2.0
388,2.0,111.0,4.0,18.0,2017.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0
389,3.0,111.0,4.0,19.0,2017.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0
390,4.0,111.0,4.0,23.0,2017.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0
391,1.0,112.0,3.0,17.0,1989.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0
392,2.0,112.0,3.0,20.0,1989.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0
393,4.0,112.0,3.0,17.0,1989.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
394,3.0,112.0,3.0,28.0,1989.0,2.0,3.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0
395,3.0,113.0,3.0,15.0,2012.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0
396,2.0,114.0,3.0,17.0,2019.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0
397,3.0,114.0,3.0,18.0,2019.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0
398,1.0,115.0,3.0,7.0,2012.0,4.0,1.0,,,4.0,1.0,1.0,,
399,2.0,115.0,3.0,12.0,2012.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,
400,4.0,115.0,3.0,19.0,2012.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0
401,3.0,115.0,3.0,21.0,2012.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0
402,3.0,116.0,1.0,10.0,2018.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
403,4.0,116.0,1.0,15.0,2018.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0
404,1.0,116.0,1.0,20.0,2018.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,1.0
405,2.0,117.0,3.0,21.0,2013.0,5.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0
406,4.0,117.0,3.0,25.0,2013.0,3.0,,1.0,4.0,5.0,4.0,4.0,5.0,4.0
407,3.0,117.0,3.0,22.0,2013.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,1.0
408,1.0,118.0,3.0,20.0,2019.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0
409,2.0,118.0,3.0,15.0,2019.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0
410,4.0,118.0,3.0,21.0,2019.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0
411,3.0,118.0,3.0,14.0,2019.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0
412,2.0,119.0,1.0,17.0,2017.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0
413,3.0,119.0,1.0,15.0,2017.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0
414,4.0,119.0,1.0,20.0,2017.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0
415,1.0,119.0,1.0,21.0,2017.0,3.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,2.0
416,3.0,120.0,3.0,22.0,1991.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0
417,1.0,121.0,3.0,18.0,2018.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0
418,2.0,121.0,3.0,16.0,2018.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0
419,4.0,121.0,3.0,24.0,2018.0,4.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0
420,3.0,121.0,3.0,25.0,2018.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0
421,1.0,122.0,2.0,14.0,1998.0,3.0,1.0,,4.0,4.0,1.0,1.0,3.0,
422,3.0,122.0,2.0,16.0,1998.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0
423,4.0,122.0,2.0,27.0,1998.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,4.0
424,2.0,122.0,2.0,29.0,1998.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0
425,2.0,123.0,1.0,14.0,2006.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0
426,3.0,123.0,1.0,12.0,2006.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0
427,4.0,123.0,1.0,17.0,2006.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0
428,1.0,123.0,1.0,20.0,2006.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,1.0
429,3.0,124.0,3.0,18.0,2011.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0
430,1.0,125.0,2.0,18.0,1996.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,5.0,3.0
431,3.0,125.0,2.0,17.0,1996.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0
432,4.0,125.0,2.0,28.0,1996.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0
433,2.0,125.0,2.0,19.0,1996.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0
434,1.0,126.0,4.0,14.0,2011.0,1.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0
435,2.0,126.0,4.0,20.0,2011.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0
436,3.0,126.0,4.0,15.0,2011.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0
437,4.0,126.0,4.0,22.0,2011.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0
438,1.0,127.0,2.0,19.0,2018.0,5.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0
439,3.0,127.0,2.0,17.0,2018.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0
440,4.0,127.0,2.0,26.0,2018.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0
441,2.0,127.0,2.0,19.0,2018.0,5.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0
442,2.0,128.0,1.0,13.0,1998.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0
443,3.0,128.0,1.0,8.0,1998.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
444,4.0,128.0,1.0,14.0,1998.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0
445,1.0,128.0,1.0,21.0,1998.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0
446,2.0,129.0,1.0,22.0,2007.0,2.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0
447,3.0,129.0,1.0,16.0,2007.0,3.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0
448,4.0,129.0,1.0,25.0,2007.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0
449,1.0,129.0,1.0,26.0,2007.0,5.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0
450,2.0,130.0,1.0,20.0,2019.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0
451,3.0,130.0,1.0,18.0,2019.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,1.0
452,4.0,130.0,1.0,23.0,2019.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0
453,1.0,130.0,1.0,20.0,2019.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,2.0
454,1.0,131.0,2.0,20.0,2017.0,4.0,1.0,1.0,4.0,5.0,2.0,1.0,4.0,4.0
455,3.0,131.0,2.0,21.0,2017.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0
456,4.0,131.0,2.0,25.0,2017.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,3.0
457,2.0,131.0,2.0,21.0,2017.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0
458,2.0,132.0,1.0,20.0,2019.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0
459,3.0,132.0,1.0,21.0,2019.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0
460,4.0,132.0,1.0,18.0,2019.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,2.0
461,1.0,132.0,1.0,15.0,2019.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0
462,2.0,133.0,1.0,-4.0,2005.0,,,4.0,,,,,,
463,3.0,133.0,1.0,4.0,2005.0,,,,,,4.0,,,
464,1.0,133.0,1.0,22.0,2005.0,3.0,1.0,2.0,5.0,5.0,4.0,2.0,5.0,2.0
465,1.0,134.0,3.0,15.0,2019.0,5.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0
466,2.0,134.0,3.0,17.0,2019.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0
467,4.0,134.0,3.0,18.0,2019.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0
468,3.0,134.0,3.0,19.0,2019.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0
469,1.0,135.0,3.0,7.0,1995.0,,,2.0,4.0,5.0,,,,
470,4.0,135.0,3.0,6.0,1995.0,,,,,2.0,,4.0,,
471,3.0,135.0,3.0,23.0,1995.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0
472,2.0,136.0,1.0,6.0,2002.0,,,3.0,,,4.0,3.0,2.0,
473,4.0,136.0,1.0,11.0,2002.0,,5.0,,,,5.0,,1.0,
474,1.0,136.0,1.0,20.0,2002.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0
475,1.0,137.0,2.0,17.0,2018.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0
476,3.0,137.0,2.0,17.0,2018.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0
477,4.0,137.0,2.0,20.0,2018.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0
478,2.0,137.0,2.0,21.0,2018.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0
479,1.0,138.0,1.0,19.0,2006.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,2.0
480,2.0,139.0,1.0,5.0,2006.0,,,,,,5.0,,,
481,3.0,139.0,1.0,5.0,2006.0,,,,,,5.0,,,
