YEAR,ST,State,TopicType,TopicDesc,MeasureDesc,SubMeasure,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,15.7,1.2,13.4,18.2,6146,Overall,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,13.5,1,11.6,15.7,1166,Overall,All Ages,Asian,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,African American,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,21,1.7,17.8,24.6,1094,Overall,All Ages,Hispanic,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,20.9,2.3,16.7,25.7,1982,Overall,All Ages,Pacific Islander,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,8.6,1.6,6,12.2,376,Overall,All Ages,White,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,9.8,1.6,7,13.5,920,Overall,All Ages,Multiple Race,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,14.4,1.3,12,17.1,3070,Female,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,16.8,1.3,14.4,19.5,3042,Male,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,1EDU,YRB06,1
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.6,0.5,2.7,4.8,5916,Overall,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3,0.7,2,4.6,1462,Overall,All Ages,Asian,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,African American,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,5.9,1,4.2,8.2,1013,Overall,All Ages,Hispanic,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.6,0.7,2.4,5.4,1787,Overall,All Ages,Pacific Islander,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,4.6,1,2.9,7.1,471,Overall,All Ages,White,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.1,0.4,1.4,3.2,909,Overall,All Ages,Multiple Race,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.1,0.5,1.3,3.4,2965,Female,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,5.1,0.7,3.8,6.8,2896,Male,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.7,0.3,1.2,2.5,6146,Overall,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,0.9,0.4,0.4,2,1166,Overall,All Ages,Asian,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,African American,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,4.2,0.9,2.8,6.3,1094,Overall,All Ages,Hispanic,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.8,0.9,1.5,5.1,1982,Overall,All Ages,Pacific Islander,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,0.6,0.4,0.1,2.5,376,Overall,All Ages,White,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1,0.4,0.5,2,920,Overall,All Ages,Multiple Race,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.3,0.3,0.9,2,3070,Female,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.2,0.4,1.5,3.1,3042,Male,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,1EDU,YRB07,2
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,45.1,1.3,42.5,47.8,5724,Overall,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,38.9,2,35.1,42.8,1438,Overall,All Ages,Asian,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,African American,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,56.7,1.8,53.1,60.2,966,Overall,All Ages,Hispanic,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,54.8,1.4,51.9,57.5,1731,Overall,All Ages,Pacific Islander,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,40.2,2.7,35,45.7,461,Overall,All Ages,White,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,41.9,2.8,36.4,47.5,892,Overall,All Ages,Multiple Race,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,43.6,1.7,40.3,46.9,2904,Female,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,46.5,1.7,43.2,49.9,2784,Male,All Ages,All Races,High School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,26.3,1.5,23.4,29.5,6151,Overall,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,23.3,1.4,20.6,26.2,1168,Overall,All Ages,Asian,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,African American,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,34.5,2,30.7,38.5,1097,Overall,All Ages,Hispanic,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,32.3,2.7,27.2,37.8,1983,Overall,All Ages,Pacific Islander,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,19,3.1,13.6,25.9,375,Overall,All Ages,White,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,19.8,1.9,16.4,23.8,920,Overall,All Ages,Multiple Race,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,25.5,1.9,21.9,29.5,3078,Female,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,1EDU,YRB08,3
2015,HI,Hawaii,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,27.2,1.5,24.3,30.3,3041,Male,All Ages,All Races,Middle School,"(21.304850435000446, -157.85774940299973)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,1EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,24.8,1.5,22,28,1744,Overall,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,African American,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,29.9,3.3,23.6,36.9,379,Overall,All Ages,Hispanic,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,23.8,1.6,20.7,27.2,1196,Overall,All Ages,White,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,25.5,1.7,22.1,29.1,877,Female,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,24.3,2.1,20.2,28.9,859,Male,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.1,0.5,2.2,4.3,1744,Overall,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,African American,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,4.2,1.3,2.2,7.9,379,Overall,All Ages,Hispanic,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.7,0.6,1.8,4.2,1196,Overall,All Ages,White,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.5,0.5,0.7,3.1,877,Female,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,4.6,0.8,3.2,6.4,859,Male,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,45.2,2.1,41,49.5,1727,Overall,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Asian,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,African American,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,53,3.6,45.7,60.3,376,Overall,All Ages,Hispanic,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,43.4,2.3,38.7,48.3,1184,Overall,All Ages,White,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,,,,,Overall,All Ages,Multiple Race,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,45,1.9,41.1,49,871,Female,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2015,ID,Idaho,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,45.5,3.2,39,52.1,849,Male,All Ages,All Races,High School,"(43.682630005000476, -114.3637300419997)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,26.6,1.7,23.3,30.1,3173,Overall,All Ages,All Races,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB06,1
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB06,1
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,17.4,4.2,10.4,27.6,144,Overall,All Ages,Asian,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB06,1
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,23.9,2.6,19.1,29.5,579,Overall,All Ages,African American,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB06,1
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,26.9,2.1,23,31.3,1181,Overall,All Ages,Hispanic,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB06,1
2015,IL,Illinois,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,,,,,Overall,All Ages,Pacific Islander,High School,"(40.48501028300046, -88.99771017799969)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB06,1
