YEAR,ST,State,TopicType,TopicDesc,MeasureDesc,SubMeasure,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB06,1
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,10.2,,,1.8,7,14.7,708,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB06,1
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Current E-Cigarette User,Current,%,Percentage,17.2,,,1.9,13.5,21.7,666,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB06,1
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.3,,,0.3,1.7,3.2,1384,Overall,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,0.1,,,0.1,0,1,286,Overall,All Ages,African American,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.7,,,2,1.1,11.6,224,Overall,All Ages,Hispanic,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,2.5,,,0.7,1.4,4.4,700,Overall,All Ages,White,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,1.3,,,0.5,0.5,3,708,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Frequent E-Cigarette User,Frequent,%,Percentage,3.4,,,0.8,2,5.6,666,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB07,2
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,47.7,,,3.9,39.5,56.1,1544,Overall,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,2RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,8RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,32,,,5.4,21.7,44.4,310,Overall,All Ages,African American,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,1RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,57.6,,,9.4,37.4,75.6,257,Overall,All Ages,Hispanic,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,4RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,9RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,51.5,,,3.9,43.1,59.8,792,Overall,All Ages,White,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,5RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,1GEN,8AGE,7RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,45.2,,,5.2,34.4,56.5,788,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,3GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,E-Cigarette Use (Youth),User Status,Ever E-Cigarette User,Ever,%,Percentage,50.3,,,4,41.9,58.7,749,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,152BEH,180EVP,2GEN,8AGE,6RAC,2EDU,YRB08,3
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,12.7,,,1.3,10.1,15.8,1603,Overall,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,2RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,8RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,9.3,,,2.1,5.7,14.9,318,Overall,All Ages,African American,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,1RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,10.3,,,2.6,5.9,17.3,273,Overall,All Ages,Hispanic,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,4RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,9RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,13.4,,,1.9,9.8,18.1,811,Overall,All Ages,White,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,5RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,7RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,6.1,,,2,3,11.9,817,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Current Smokeless Tobacco User,Current,%,Percentage,17.9,,,2,13.9,22.6,770,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,4.6,,,0.7,3.4,6.3,1603,Overall,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,2RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,8RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,3,,,1.5,1.1,8.3,318,Overall,All Ages,African American,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,1RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,2.4,,,1.1,0.9,6.5,273,Overall,All Ages,Hispanic,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,4RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,9RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,5.7,,,1.1,3.7,8.6,811,Overall,All Ages,White,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,5RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,1GEN,8AGE,7RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,1.4,,,0.5,0.7,2.8,817,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,Frequent Smokeless Tobacco User,Frequent,%,Percentage,7.4,,,1.5,4.7,11.4,770,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB05,2
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,26.3,,,2.1,22.1,30.9,1392,Overall,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,6RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,2RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Asian,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,8RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,17.8,,,4.1,10.6,28.4,277,Overall,All Ages,African American,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,1RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,22.5,,,3,16.7,29.6,219,Overall,All Ages,Hispanic,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,4RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,9RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,29.2,,,2.9,23.4,35.8,711,Overall,All Ages,White,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,5RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,1GEN,8AGE,7RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,20.3,,,2.6,15.3,26.4,706,Female,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,3GEN,8AGE,6RAC,2EDU,YRB12,1
2017,AR,Arkansas,Tobacco Use - Survey Data,Any Tobacco Use (Youth),User Status,Current Tobacco User,Current,%,Percentage,31,,,2.6,25.8,36.8,671,Male,All Ages,All Races,High School,"(34.74865012400045, -92.27449074299966)",BEH,154BEH,182TUS,2GEN,8AGE,6RAC,2EDU,YRB12,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,5.4,,,0.6,4.3,6.9,1718,Overall,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,2RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,1.8,,,1.1,0.5,6.3,255,Overall,All Ages,Asian,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,1.6,,,1.2,0.3,7.6,119,Overall,All Ages,African American,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,5.7,,,1,3.9,8.1,812,Overall,All Ages,Hispanic,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,5.9,,,1.1,4,8.7,366,Overall,All Ages,White,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,4.6,,,1.1,2.7,7.6,853,Female,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Current Cigarette Smoker,Current,%,Percentage,6.4,,,0.9,4.7,8.6,854,Male,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.4,,,0.2,0.2,0.9,1718,Overall,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,2RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.5,,,0.6,0.1,5.4,255,Overall,All Ages,Asian,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0,,,0,0,0,119,Overall,All Ages,African American,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.7,,,0.3,0.3,1.8,812,Overall,All Ages,Hispanic,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.1,,,0.1,0,1.1,366,Overall,All Ages,White,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.3,,,0.2,0.1,1.2,853,Female,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Frequent Cigarette Smoker,Frequent,%,Percentage,0.5,,,0.3,0.2,1.6,854,Male,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,22.8,,,2,18.8,27.4,1520,Overall,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,American Indian/Alaska Native,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,2RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,10.6,,,3.4,5.2,20.3,235,Overall,All Ages,Asian,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,8RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,15.9,,,6.5,6.2,35,100,Overall,All Ages,African American,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,1RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,26.2,,,2,22.1,30.8,733,Overall,All Ages,Hispanic,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,4RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Pacific Islander,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,9RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,21.9,,,3.4,15.4,30.1,303,Overall,All Ages,White,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,5RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,All Ages,Multiple Race,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,1GEN,8AGE,7RAC,2EDU,YRB03,3
2017,CA,California,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,Ever Cigarette Smoker,Ever,%,Percentage,22,,,2.3,17.4,27.4,745,Female,All Ages,All Races,High School,"(37.63864012300047, -120.99999953799971)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB03,3
