"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","NATIONAL URBAN LEAGUE INC","0","0","1","0","92","0489","NY","NEW YORK","10005"
"2019","NEW YORK POWER AUTHORITY","0","0","2","0","92","0882","NY","WHITE PLAINS","10601"
"2019","PRYOR CASHMAN LLP","0","0","1","0","54","9294","NY","NEW YORK","10036"
"2019","JACKSON LEWIS P C","1","0","0","0","54","3997","NY","WEST HARRISON","10604"
"2019","HITACHI AMERICA LTD","4","0","1","0","42","6069","CA","BRISBANE","94005"
"2019","JAY IMPORT COMPANY INC","0","0","1","0","42","5034","NY","NEW YORK","10010"
"2019","MEMORIAL SLOAN KETTERING CANCER CT","24","0","17","0","62","4236","NY","NEW YORK","10017"
"2019","PEI COBB FREED PARTNERS ARCHITECTS","0","0","1","0","54","4743","NY","NEW YORK","10005"
"2019","THE HERTZ CORPORATION","5","1","1","0","53","8568","FL","ESTERO","33928"
"2019","ROSCO INC","1","0","1","0","33","9857","NY","JAMAICA","11435"
"2019","NEW YORK BLOOD CENTER","1","0","1","2","62","9477","NY","NEW YORK","10065"
"2019","CRANE CO","1","0","2","1","33","2290","CT","STAMFORD","06902"
"2019","DAVID PEYSER SPORTSWEAR INC/DBA/3","0","0","1","0","42","5425","NY","BAY SHORE","11706"
"2019","ELSEVIER INC","2","3","4","0","51","8712","GA","ALPHARETTA","30005"
"2019","MOODYS INVESTORS SERVICE INC","0","0","3","0","56","9883","NY","NEW YORK","10007"
"2019","GENERAL ELECTRICAL INTL INC","0","0","1","0","33","2940","PA","ERIE","16531"
"2019","TEMPOSITIONS INC","0","0","1","0","56","3314","NY","NEW YORK","10017"
"2019","YORK RISK SERVICES GROUP INC","1","0","0","0","52","3636","NJ","PARSIPPANY","07054"
"2019","BRONX LEBANON HOSPITAL CENTER","0","0","4","0","62","4191","NY","BRONX","10457"
"2019","STV INCORPORATED","0","0","0","1","54","6759","PA","DOUGLASSVILLE","19518"
"2019","RESEARCH FOUNDATION OF THE CITY UN","5","1","1","0","61","8190","NY","NEW YORK","10036"
"2019","FOOT LOCKER RETAIL INC","0","0","7","1","45","8404","NY","NEW YORK","10001"
"2019","CONDUENT STATE & LOCAL SOLUTIONS","3","1","3","0","54","6647","TX","RICHARDSON","75080"
"2019","JPMORGAN CHASE CO","0","0","2","0","55","4428","IL","CHICAGO","60603"
"2019","MONROE COLLEGE LTD","0","0","1","0","61","1225","NY","NEW ROCHELLE","10801"
"2019","RODMAN PUBLISHING INC","1","0","0","0","51","3203","NJ","MONTVALE","07645"
"2019","CHOICE LOGISTICS INC","1","0","0","0","54","6628","NY","NEW YORK","10004"
"2019","JPMORGAN CHASE & CO","0","1","0","0","55","4428","IL","CHICAGO","60603"
"2019","NEWMONT USA LTD","1","0","0","0","33","6632","CO","GREENWOOD VILLAGE","80111"
"2019","FUJIFILM MEDICAL SYSTEMS USA INC","0","0","0","1","33","1985","CT","STAMFORD","06902"
"2019","DIMENSION DATA NORTH AMERICAN DDNA","0","0","2","0","54","4344","NC","CHARLOTTE","28277"
"2019","BRANDSTON PARTNERSHIP INC","1","0","0","0","54","5839","NY","NEW YORK","10001"
"2019","KUEHNE NAGEL INC","0","1","0","0","48","1986","NJ","JERSEY CITY","07302"
"2019","M&J TRIMMING COMPANY INC","0","1","0","0","99","3042","NY","NEW YORK","10018"
"2019","PARAMOUNT PICTURES CORPORATION","0","0","3","0","51","4663","CA","LOS ANGELES","90038"
"2019","ELC MANAGEMENT LLC","3","0","5","1","33","4929","NY","NEW YORK","10010"
"2019","JIM BEAM BRANDS CO","0","1","0","0","31","1196","IL","CHICAGO","60654"
"2019","WALTER DORWIN TEAGUE WASHINGTON AS","0","1","0","1","54","7094","WA","SEATTLE","98101"
"2019","EDMUNDS.COM INC","0","0","2","0","54","7380","CA","SANTA MONICA","90404"
"2019","ROTHSCHILD INC","0","0","1","0","52","9894","NY","NEW YORK","10020"
"2019","DAVID S LAPINE DBA LAPINE INC","0","1","0","0","54","0356","CT","STAMFORD","06902"
"2019","HAVAS WORLDWIDE NEW YORK INC","1","1","0","0","54","0823","NY","NEW YORK","10013"
"2019","VERIZON DATA SERVICES LLC","0","0","1","0","51","5219","CO","HIGHLANDS RANCH","80130"
"2019","VERIZON DATA SERVICES LLC","4","0","38","0","51","5219","NJ","BASKING RIDGE","07920"
"2019","KEB HANA BANK NEW YORK AGENCY","2","0","0","0","52","5579","NY","NEW YORK","10022"
"2019","DOLBY LABORATORIES LICENSING CORPO","1","0","1","0","51","1231","CA","SAN FRANCISCO","94103"
"2019","UMG RECORDINGS INC","0","0","1","0","51","3071","CA","SANTA MONICA","90404"
"2019","BANK LEUMI USA","0","0","1","0","52","4394","NY","NEW YORK","10017"
"2019","HUNTER DOUGLAS INC","1","1","0","0","33","4416","CO","BROOMFIELD","80020"
"2019","EAST HARLEM BLOCK NURSERY","0","0","0","1","62","7274","NY","BROOKLYN","11238"
"2019","BEYER BLINDER BELLE ARCHITECTS & P","0","0","2","0","54","7332","NY","NEW YORK","10271"
"2019","NBA PROPERTIES INC","1","0","0","0","71","8504","NJ","SECAUCUS","07094"
"2019","YUSEN LOGISTICS AMERICAS INC","1","0","1","0","48","8812","NJ","SECAUCUS","07094"
"2019","RALPH LAUREN CORPORATION","0","0","2","0","44","2036","NJ","LYNDHURST","07071"
"2019","TEMCO SERVICE INDUSTRIES INC","0","0","1","0","56","2538","NY","NEW YORK","10016"
"2019","SIEMENS CORPORATION","8","0","2","0","54","3356","FL","ORLANDO","32817"
"2019","JPMORGAN CHASE CO","0","0","1","0","55","4428","CA","SAN FRANCISCO","94105"
"2019","JPMORGAN CHASE & CO","1","0","0","0","51","4428","IL","CHICAGO","60603"
"2019","JPMORGAN CHASE & CO","95","16","211","10","55","4428","IL","CHICAGO","60603"
"2019","CUSHMAN WAKEFIELD INC","0","0","1","0","53","5361","NY","NEW YORK","10104"
"2019","THE BRAND UNION COMPANY LLC","0","0","1","0","54","1784","NY","NEW YORK","10019"
"2019","SCHULTE ROTH & ZABEL LLP","1","0","0","0","54","3996","NY","NEW YORK","10022"
"2019","FLIGHT CENTRE TRAVEL GROUP USA INC","0","0","3","0","56","5933","NJ","MONTVALE","07645"
"2019","MENTAL HEALTH ASSO OF NEW YORK CIT","0","1","0","0","62","7308","NY","NEW YORK","10004"
"2019","UBS FINANCIAL SERVICES INC","1","0","4","0","52","8166","TN","NASHVILLE","37238"
"2019","NOVOZYMES NORTH AMERICA INC","1","0","0","0","32","9630","VA","SALEM","24153"
"2019","NOMURA SECURITIES INTL INC","2","2","1","0","52","2206","NY","NEW YORK","10019"
"2019","LORING CONSULTING ENGINEERS INC","1","0","0","0","54","9349","NJ","EAST BRUNSWICK","08816"
"2019","DEUTSCH INC","0","0","1","0","54","9664","NY","NEW YORK","10001"
"2019","HSBC SECURITIES USA INC","6","0","1","1","52","0272","NY","BUFFALO","14203"
"2019","HSBC SECURITIES USA INC","2","1","2","0","52","0272","NY","NEW YORK","10018"
"2019","NYCHHC JACOBI MED CTR","1","0","1","0","62","5001","NY","BRONX","10461"
"2019","NY CITY HLTH & HOSPITALS CORP","1","0","0","0","62","5001","NY","NEW YORK","10013"
"2019","NYCHHC METROPOLITAN HOSP CTR","0","0","1","0","62","5001","NY","NEW YORK","10029"
"2019","NYCHHC HARLEM HOSPITAL CENTER","0","0","1","0","62","5001","NY","NEW YORK","10037"
"2019","SESAME WORKSHOP","1","0","1","0","51","5731","NY","NEW YORK","10023"
"2019","MORGAN STANLEY & CO LLC","33","2","15","3","52","5998","NY","NEW YORK","10036"
"2019","COSGROVE ASSOCIATES INC","0","0","1","0","54","6652","NY","WHITE PLAINS","10601"
"2019","UNIMIN CORPORATION","1","0","0","0","21","6671","CT","NEW CANAAN","06840"
"2019","ACCO BRANDS USA LLC","0","0","1","0","33","7051","IL","LAKE ZURICH","60047"
"2019","ASSOCIATION OF AMERICAN PUBLISHER","0","0","0","1","81","0200","DC","WASHINGTON","20001"
"2019","ORADELL INTERNATIONAL CORP","0","1","0","0","42","2356","NJ","MOONACHIE","07074"
"2019","FRED ALGER & COMPANY INCORPORATED","0","0","2","0","52","5689","NY","NEW YORK","10010"
"2019","CENTER FOR ALTERNATIVE SENTENCING","0","0","1","0","81","8080","NY","BROOKLYN","11201"
"2019","HORTON LEES BROGDEN LIGHTING DESIG","1","0","3","0","54","1278","NY","NEW YORK","10016"
"2019","GENERAL REINSURANCE CORPORATION","0","0","1","0","52","3100","CT","STAMFORD","06902"
"2019","E MISHAN & SONS DBA EMSON INC","1","0","0","0","33","5028","NY","NEW YORK","10001"
"2019","WORLD ZIONIST ORG-AMERICAN SECTION","0","1","0","0","81","6230","NY","NEW YORK","10017"
"2019","AMERICAN HOME SHIELD CORPORATION","0","0","1","0","52","6654","TN","MEMPHIS","38103"
"2019","BOEHRINGER INGELHEIM PHARMACEUTICA","3","0","4","0","32","6668","CT","RIDGEFIELD","06877"
"2019","STRUCTURE TONE LLC","0","0","1","0","23","7699","NY","NEW YORK","10001"
"2019","NATURAL RESOURCES DEFENSE COUNCIL","0","0","1","0","81","4726","NY","NEW YORK","10011"
"2019","ZIMMER INC","3","0","12","1","33","5416","IN","WARSAW","46582"
"2019","WILLIS OF NEW YORK INC","0","1","0","0","52","5427","VA","ARLINGTON","22203"
"2019","ABSG CONSULTING INC","0","0","0","1","54","5912","TX","HOUSTON","77060"
"2019","MEDITERRANEAN SHIPPING CO USA INC","11","1","0","1","48","6410","NY","NEW YORK","10018"
"2019","PT BANK NEGARA INDONESIA PERSERO T","1","0","0","0","52","1210","NY","NEW YORK","10006"
"2019","WORLD JOINT CORP D/B/A IACE TRAVEL","7","1","0","0","56","4296","NY","NEW YORK","10018"
"2019","BRONXCARE DR MLK HEALTH CENTER","1","0","0","0","62","7945","NY","BRONX","10456"
"2019","AMERICAN EAGLE OUTFITTERS INC","1","1","1","0","44","1761","PA","PITTSBURGH","15203"
"2019","DON JAGODA ASSOCIATES INC","0","0","1","0","54","3153","NY","MELVILLE","11747"
"2019","COVENANT HOUSE","1","0","0","0","62","5416","NY","NEW YORK","10001"
"2019","METROPOLITAN PROPERTY & CASUALTY I","0","0","0","1","52","5441","NY","NEW YORK","10166"
"2019","KITANO ARMS CORP DBA THE KITANO NE","0","1","0","0","72","6023","NY","NEW YORK","10016"
"2019","DEUTSCHE BANK SECURITIES INC","11","1","5","0","52","0828","NY","NEW YORK","10005"
"2019","NORGEN INC","1","0","0","0","54","2666","CO","LITTLETON","80120"
"2019","MARY WALTON CHILDRENS CENTER","0","0","1","0","62","2818","NY","NEW YORK","10039"
"2019","LINKLATERS LLP","1","0","0","0","54","3177","NY","NEW YORK","10105"
"2019","DOWNTOWN COMMUNITY TELEVISION CTR","1","0","0","0","81","2777","NY","NEW YORK","10013"
"2019","VERIZON BUSINESS NETWORK SVCS INC","2","0","1","0","51","5892","NJ","BASKING RIDGE","07920"
"2019","PUBLICIS INC","1","2","0","0","54","0485","NY","NEW YORK","10019"
"2019","SIEMENS INDUSTRY INC","30","0","4","1","54","2488","FL","ORLANDO","32817"
"2019","B&H PHOTO-VIDEO-PRO AUDIO INC","0","0","1","0","44","8071","NY","NEW YORK","10001"
"2019","HEALTH MANAGEMENT SYSTEMS INC","0","0","6","1","52","0433","TX","IRVING","75038"
"2019","UNICREDIT BANK AG NY BRANCH","1","0","0","0","52","4123","NY","NEW YORK","10017"
"2019","INTERACTIVE DATA PRICING REFERENCE","1","1","1","0","52","4145","GA","ATLANTA","30328"
"2019","INSTITUTIONAL INVESTOR LLC","1","0","0","0","51","0024","NY","NEW YORK","10036"
"2019","CIBC WORLD MARKETS CORP","1","2","0","0","52","8343","NY","NEW YORK","10017"
"2019","INFORMATION BUILDERS INC","0","0","1","0","51","7185","NY","NEW YORK","10121"
"2019","ERMENGILDO ZEGNA CORPORATION","0","0","1","0","31","4304","NJ","ENGLEWOOD","07631"
"2019","CRYOVAC INC","1","0","0","0","32","0262","NC","CHARLOTTE","28208"
"2019","MANA PRODUCTS INC","1","0","0","0","32","2494","NY","LONG ISLAND CITY","11101"
"2019","MERCER US INC","0","0","1","0","52","4414","NJ","HOBOKEN","07030"
"2019","QUESTAR ASSESSMENT INC","1","0","0","0","61","6796","MN","APPLE VALLEY","55124"
"2019","JETRO HOLDINGS LLC","0","2","0","0","72","7390","NY","COLLEGE POINT","11356"
"2019","ULVAC TECHNOLOGIES INC","0","3","0","0","33","9301","MA","METHUEN","01844"
"2019","KOHLBERG KRAVIS ROBERTS & CO LP","1","0","0","0","52","7105","NY","NEW YORK","10019"
"2019","CA INC INDUSTRY NAME CA TECHNOLOGI","1","0","1","1","54","7434","FL","TAMPA","33602"
"2019","CA INC INDUSTRY NAME CA TECHS","6","4","8","1","54","7434","NY","NEW YORK","10022"
"2019","KOHN PEDERSEN FOX ASSOCIATES PC","4","0","4","0","54","2504","NY","NEW YORK","10036"
"2019","CHRISTIES INC","2","0","0","0","45","9902","NY","NEW YORK","10020"
"2019","HUMAN RIGHTS WATCH","0","1","0","0","81","5808","NY","NEW YORK","10118"
"2019","GKN DRIVELINE NORTH AMERICA INC","0","0","2","0","33","6932","MI","AUBURN HILLS","48326"
"2019","GUTTMACHER INSTITUTE INC","1","0","0","0","81","0727","NY","NEW YORK","10038"
"2019","BEUMER CORPORATION","1","0","0","0","33","1898","NJ","SOMERSET","08873"
"2019","HAZEN AND SAWYER DPC","1","0","0","0","54","4652","NY","NEW YORK","10018"
"2019","INTL FEDERATION OF ACCOUNTANTS","1","0","0","0","81","5461","NY","NEW YORK","10017"
"2019","CABLE & WIRELESS COMMUNICATIONS IN","1","0","0","0","99","2204","FL","CORAL GABLES","33134"
"2019","COGNIZANT TECHNOLOGY SOLUTIONS GRP","0","0","1","0","54","4155","TX","COLLEGE STATION","77845"
"2019","AIG CLAIMS INC","1","0","2","0","52","5174","NY","NEW YORK","10038"
"2019","LES TROIS PETITS COCHONS INC","0","0","1","0","31","1183","NY","BROOKLYN","11232"
"2019","FURLA USA INC","1","0","0","0","54","1806","NY","NEW YORK","10016"
"2019","FIRECOM INC","0","2","0","0","56","4531","NY","WOODSIDE","11377"
"2019","ACORD CORPORATION","1","0","1","0","54","0919","NY","PEARL RIVER","10965"
"2019","SILVERSTEIN PROPERTIES INC","1","0","0","1","53","1789","NY","NEW YORK","10007"
"2019","STEVEN WINTER ASSOCIATES INC","0","0","1","0","54","2763","CT","NORWALK","06854"
"2019","SAFE HORIZON","1","0","0","0","81","6970","NY","NEW YORK","10007"
"2019","EVERGREENE ARCHITECTURAL ARTS INC","0","0","1","0","23","7917","NY","BROOKLYN","11232"
"2019","SING TAO NEWSPAPERS NEW YORK LTD","1","0","0","0","51","9051","NY","NEW YORK","10013"
"2019","VALENTIN & KALICH JEWELRY MFG LTD","0","1","0","0","54","0583","NY","NEW YORK","10036"
"2019","SAMSUNG ELECTRONICS AMERICA INC","6","1","23","0","42","1153","NJ","RIDGEFIELD PARK","07660"
"2019","OPPENHEIMERFUNDS DISTRIBUTOR INC D","0","0","1","0","52","3455","NY","NEW YORK","10281"
"2019","HAVER ANALYTICS INC","3","0","0","0","54","5030","NY","NEW YORK","10165"
"2019","BIG APPLE SIGN CORPORATION DBA BIG","0","0","1","0","33","3903","NY","NEW YORK","10001"
"2019","FISERV SOLUTIONS LLC","0","0","1","0","51","8921","WI","BROOKFIELD","53045"
"2019","CHILD TRENDS INC","1","0","0","0","54","2969","MD","BETHESDA","20814"
"2019","Q E P CO INC","1","0","0","0","32","3807","FL","BOCA RATON","33487"
"2019","MCLAUGHLIN & STERN LLP","1","0","0","0","54","3028","NY","NEW YORK","10016"
"2019","VITAMIN SHOPPE INDUSTRIES INC","1","0","0","0","44","3785","NJ","SECAUCUS","07094"
"2019","MONTRAN CORPORATION","1","0","0","0","54","4991","NY","NEW YORK","10017"
"2019","ST LUKE S ROOSEVELT HOSP CTR","1","0","4","0","62","7301","NY","NEW YORK","10029"
"2019","DOLLAR FINANCIAL GROUP INC","2","0","0","0","52","7911","PA","MALVERN","19355"
"2019","UNICARRIERS AMERICAS CORP","0","0","1","0","33","8567","IL","MARENGO","60152"
"2019","NINTENDO OF AMERICA INC","2","0","0","0","42","4042","WA","REDMOND","98052"
"2019","SHOWA DENKO AMERICA INC","1","0","0","0","32","1520","NY","NEW YORK","10170"
"2019","COOPERATIEVE RABOBANK UA","0","0","1","0","52","6591","NY","NEW YORK","10167"
"2019","ADP LLC","1","1","5","0","51","6745","NJ","ROSELAND","07068"
"2019","MORGAN STANLEY INVESTMENT MGT INC","2","1","2","0","52","0307","NY","NEW YORK","10036"
"2019","SGS NORTH AMERICA INC","1","0","4","0","54","1390","NJ","RUTHERFORD","07070"
"2019","PERKINS EASTMAN ARCHITECTS DPC","0","0","6","0","54","4005","NY","NEW YORK","10003"
"2019","PERKINS EASTMAN ARCHITECTS DPC","0","0","1","0","54","4005","PA","ENOLA","17025"
"2019","CHINA INTEROCEAN TRANSPORT INC","0","1","0","0","48","1933","NY","FLUSHING","11354"
"2019","FRENCH AMERICAN SCHOOL OF NEW YORK","1","0","0","0","61","2502","NY","MAMARONECK","10543"
"2019","JAPANESE CHILDREN S SOCIETY INC","0","0","1","0","61","4371","NJ","ENGLEWOOD CLIFFS","07632"
"2019","DISONS GEMS INC","1","0","0","0","44","8700","NY","NEW YORK","10017"
"2019","GROB SYSTEMS INC","1","0","0","0","33","9174","OH","BLUFFTON","45817"
"2019","GOFFA INTERNATIONAL CORP","1","0","1","0","33","1860","NJ","EAST RUTHERFORD","07073"
"2019","FELDER FELDER AND NOTTES PC","1","0","0","0","54","4280","NY","NEW YORK","10022"
"2019","MULTIPLAN INC","2","0","5","0","52","8979","NY","NEW YORK","10003"
"2019","PETER MARINO ARCHITECT PLLC","1","0","1","0","54","0339","NY","NEW YORK","10155"
"2019","COMMUNITY HEALTHCARE NETWORK","0","0","1","0","62","3068","NY","NEW YORK","10010"
"2019","COMMUNITY HEALTHCARE NETWORK","1","0","0","0","62","3068","NY","NEW YORK","10016"
"2019","SUPERSTRUCTURES ENGINEERING ARCHIT","0","0","1","0","54","4821","NY","NEW YORK","10013"
"2019","DELOITTE TOUCHE TOHMATSU SVCS INC","0","0","4","1","54","6681","NY","NEW YORK","10020"
"2019","DELOITTE TOUCHE TOHMATSU SERVICES","0","0","1","2","54","6681","PA","PHILADELPHIA","19103"
"2019","AMBROSINO DEPINTO & SCHMIEDER DBA","1","0","0","0","54","9490","NY","NEW YORK","10006"
"2019","BANK OF CHINA","25","7","7","1","52","0509","NY","NEW YORK","10018"
"2019","SOFTWARE GUIDANCE & ASSISTANCE INC","5","0","14","2","54","0591","NY","TARRYTOWN","10591"
"2019","SUN TAIYANG CO LTD","1","0","0","0","42","2736","NJ","MOONACHIE","07074"
"2019","CITIGROUP TECHNOLOGY INC","0","0","9","0","54","8991","NY","NEW YORK","10005"
"2019","CITIGROUP TECHNOLOGY INC","0","0","1","0","54","8991","NY","NEW YORK","10013"
"2019","PARAG DIAMONDS DBA PARAMOUNT GEMS","0","0","1","0","42","1902","NY","NEW YORK","10036"
"2019","EMERSON WAJDOWICZ STUDIOS INC","1","0","0","0","99","2408","NY","NEW YORK","10001"
"2019","CDS GLOBAL INC","0","0","1","0","54","7783","IA","DES MOINES","50315"
"2019","FTI CONSULTING SC INC","1","0","1","0","54","8710","MD","BOWIE","20715"
"2019","INSURANCE SERVICES OFFICE INC","0","0","1","0","51","1412","NJ","JERSEY CITY","07310"
"2019","INSURANCE SERVICES OFFICE INC","5","1","14","0","52","1412","NJ","JERSEY CITY","07310"
"2019","INSURANCE SERVICES OFFICE INC","1","0","2","0","54","1412","NJ","JERSEY CITY","07310"
"2019","AMERICAN EXPRESS TRAVEL RELATED SV","9","1","96","2","52","3497","NY","NEW YORK","10285"
"2019","THE BUCKINGHAM RESEARCH GROUP INC","1","0","0","0","52","4008","NY","NEW YORK","10017"
"2019","TRACTOR SUPPLY COMPANY","0","0","3","0","42","9732","TN","BRENTWOOD","37027"
"2019","LESLIE E ROBERTSON ASSOC R L L P","0","0","1","0","54","7972","NY","NEW YORK","10005"
"2019","RAFAEL VINOLY ARCHITECTS PC","1","0","0","0","54","2224","NY","NEW YORK","10013"
"2019","GF55 ARCHITECTS LLP DBA GF55 PARTN","0","0","2","0","54","2361","NY","NEW YORK","10010"
"2019","ADS ALLIANCE DATA SYSTEMS INC","1","0","10","1","54","3498","TX","PLANO","75024"
"2019","ALTFEST PERSONAL WEALTH MANAGEMENT","1","0","0","0","52","3733","NY","NEW YORK","10022"
"2019","CHINA DAILY DISTRIBUTION CORP","0","1","0","0","51","4102","NY","NEW YORK","10036"
"2019","GARY NULL & ASSOCIATES INC","0","0","1","0","44","5589","NY","NEW YORK","10018"
"2019","ADVANCED ALTERNATIVE MEDIA INC","0","0","1","0","71","1517","NY","NEW YORK","10012"
"2019","RBS SECURITIES INC","2","2","0","0","52","2275","CT","STAMFORD","06901"
"2019","KNECT365 US INC DBA WA POLICY & AN","1","0","0","0","54","9256","NY","NEW YORK","10017"
"2019","AMERIPRISE FINANCIAL INC","1","1","8","0","52","0631","MN","MINNEAPOLIS","55474"
"2019","WAITEX INTERNATIONAL CO LTD","0","0","1","0","45","0969","NY","NEW YORK","10018"
"2019","DB USA CORE CORPORATION","14","1","13","1","52","4273","NY","NEW YORK","10005"
"2019","XACTWARE SOLUTIONS INC","1","0","0","0","54","9711","UT","LEHI","84043"
"2019","NEO PHILANTHROPY INC","1","0","0","0","81","1113","NY","NEW YORK","10018"
"2019","UNITED BIOMEDICAL INC","0","0","1","0","54","3760","NY","HAUPPAUGE","11788"
"2019","THE BANK OF EAST ASIA LIMITED","0","0","1","0","52","5867","NY","NEW YORK","10022"
"2019","UNITED BIOMEDICAL INC","0","0","1","0","54","7360","NY","HAUPPAUGE","11788"
"2019","FIRSTSERVICE RESIDENTIAL NY INC","1","0","0","0","53","7430","NY","NEW YORK","10017"
"2019","MORGAN STANLEY CAPITAL GROUP INC","1","1","0","0","52","0368","NY","NEW YORK","10036"
"2019","HOTOPP ASSO LTD","1","0","0","0","54","5283","WA","SEATTLE","98103"
"2019","SANKY COMMUNICATIONS INC","0","0","1","0","54","9886","NY","NEW YORK","10036"
"2019","VAN ECK ASSOCIATES CORPORATION","0","0","1","0","52","0061","NY","NEW YORK","10017"
"2019","ACTIS-GRANDE RONAN & COMPANY LLC","1","0","0","0","54","1655","CT","DANBURY","06810"
"2019","CHEMETALL US INC","1","0","0","0","32","8362","NJ","NEW PROVIDENCE","07974"
"2019","PINNACLE ASSOCIATES LTD","0","0","0","1","52","0717","NY","NEW YORK","10017"
"2019","CITIMORTGAGE INC","1","0","1","0","52","2578","NY","NEW YORK","10005"
"2019","CARIBBEAN FOOD DELIGHTS INC","1","0","0","0","31","2970","NY","TAPPAN","10983"
"2019","BNP PARIBAS SECURITIES CORP","5","1","2","1","52","5334","NJ","JERSEY CITY","07310"
"2019","DWS INVESTMENT MGMT AMERICAS INC","0","0","1","0","52","1232","NY","NEW YORK","10005"
"2019","HAYMARKET MEDIA INC","0","1","0","0","54","1585","NY","NEW YORK","10001"
"2019","AIRBUS AMERICAS INC","0","0","1","0","44","3459","VA","HERNDON","20171"
"2019","WAFRA INC","0","0","1","0","52","4612","NY","NEW YORK","10154"
"2019","WARNER/CHAPPELL MUSIC INC","1","0","0","0","51","6913","CA","LOS ANGELES","90025"
"2019","PRINCETON INFO LTD","0","0","2","0","54","7817","NJ","EDISON","08837"
"2019","21ST CENTURY FOX AMERICA INC","1","0","0","0","51","9610","NY","NEW YORK","10036"
"2019","NEEDHAM & COMPANY LLC","0","0","1","0","52","5839","NY","NEW YORK","10177"
"2019","JRI AMERICA INC","0","0","2","1","54","8768","NY","NEW YORK","10172"
"2019","CALAMP WIRELESS NETWORK CORP","1","0","2","0","33","1740","CA","IRVINE","92618"
"2019","NY ASIAN WOMEN S CTR D/B/A WOMENKI","0","0","2","0","62","6250","NY","NEW YORK","10004"
"2019","RICHARD H LEWIS ARCHITECT","1","0","0","0","54","6832","NY","NEW YORK","10025"
"2019","CAMERA SERVICE CENTER INC","0","1","0","0","53","8273","NY","BLAUVELT","10913"
"2019","CALVIN KLEIN INC","1","2","0","0","54","9782","NY","NEW YORK","10018"
"2019","ALLEN & OVERY LLP","1","0","0","0","54","2093","NY","NEW YORK","10020"
"2019","FULVIO AND ASSOCIATES LLP","0","0","1","0","54","1619","NY","NEW YORK","10018"
"2019","CTS TECHNICAL SERVICES INC CTS","0","0","2","0","54","1948","WA","BELLEVUE","98004"
"2019","THE MARKETING ADVANTAGE INC","0","0","1","0","54","8721","CT","STAMFORD","06905"
"2019","SAATCHI & SAATCHI NA INC","0","0","1","0","54","1336","NY","NEW YORK","10014"
"2019","SAATCHI SAATCHI NORTH AMERICA INC","0","0","1","0","54","1336","NY","NEW YORK","10019"
"2019","SURYA CARPET INC","1","0","0","0","42","4243","GA","WHITE","30184"
"2019","DEUTSCHE BANK NATIONAL TRUST CO","1","0","0","0","52","7003","CA","LOS ANGELES","90067"
"2019","WASHINGTON HEIGHTS BUS IMPROVEMENT","0","1","0","0","81","8873","NY","NEW YORK","10033"
"2019","KOHLS DEPARTMENT STORES INC","1","0","5","0","45","7362","WI","MENOMONEE FALLS","53051"
"2019","KOHL S DEPT STORES INC","1","0","0","0","54","7362","WI","MENOMONEE FALLS","53051"
"2019","EILEEN FISHER INC","0","0","1","0","54","9549","NY","IRVINGTON","10533"
"2019","FACTSET RESEARCH SYSTEMS INC","2","1","6","0","54","2547","CT","NORWALK","06852"
"2019","ALIGN COMMUNICATIONS INC","0","1","0","0","54","3996","NY","NEW YORK","10004"
"2019","SUMITOMO ELECTRIC WIRING SYSTEMS","1","1","1","0","33","5815","MI","FARMINGTON","48331"
"2019","SUMITOMO ELECTRIC WIRING SYS INC","0","0","1","0","33","5815","MI","FARMINGTON HILLS","48331"
"2019","MILWAUKEE ELECTRIC TOOL CORPORATIO","2","0","0","0","33","6161","WI","BROOKFIELD","53005"
"2019","NOMURA RESEARCH INST AMERICA INC","1","0","0","0","54","7142","NY","NEW YORK","10019"
"2019","BHUTAN FOUNDATION","0","0","1","0","81","6290","DC","WASHINGTON","20026"
"2019","SAFRA NATIONAL BANK OF NEW YORK","0","1","0","0","52","9508","NY","NEW YORK","10036"
"2019","CLARION PARTNERS LLC","0","0","1","0","52","9970","NY","NEW YORK","10169"
"2019","SMBC CAPITAL MARKETS INC","0","0","1","0","52","0138","NY","NEW YORK","10172"
"2019","WALL STREET SYSTEMS DELAWARE INC","1","0","1","0","54","1398","NY","NEW YORK","10105"
"2019","LEAR CORPORATION","1","0","2","0","33","6776","MI","SOUTHFIELD","48033"
"2019","LEAR CORPORATION","0","0","1","0","33","6776","NC","KENANSVILLE","28349"
"2019","JOY GLOBAL UNDERGROUND MINING LLC","0","0","0","1","33","9174","PA","FRANKLIN","16323"
"2019","HISTORIC DISTRICTS COUNCIL INC","1","0","0","0","54","9566","NY","NEW YORK","10003"
"2019","GAKKYUSHA USA CO LTD DBA ENA","1","0","1","0","61","9737","CT","GREENWICH","06830"
"2019","GEMELODY INC","0","0","1","0","42","3707","NY","NEW YORK","10036"
"2019","FINANCIAL SCIENCES CORPORATION","0","1","0","0","54","0993","NJ","JERSEY CITY","07310"
"2019","BLUE SKY STUDIOS INC","1","0","0","0","51","7617","CA","LOS ANGELES","90067"
"2019","ARA CONSTRUCTION CORPORATION INC","0","0","2","0","23","1544","MD","CURTIS BAY","21226"
"2019","BLOOMBERG LP","28","11","64","7","51","7984","NY","NEW YORK","10022"
"2019","GETTRY MARCUS CPA PC","1","0","0","0","54","8879","NY","NEW YORK","10018"
