"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2015","SHAREDXPERTISE MEDIA LLC","1","1","0","0","54","6429","PA","PHILADELPHIA","19109"
"2015","D SOFTWARE INC DBA ZEPHYR","1","0","0","0","54","7804","CA","NEWARK","94560"
"2015","CAPSTONE INVESTMENT ADVISORS LLC","1","0","1","0","52","1093","NY","NEW YORK","10007"
"2015","F&S CONSULTING INC","7","4","3","0","54","3306","IL","SCHAUMBURG","60193"
"2015","AMERICLOUD SOLUTIONS INC","1","0","0","0","54","3306","IL","SCHAUMBURG","60196"
"2015","EMPIRE EXIM INC","0","0","1","0","99","6750","GA","ATLANTA","30341"
"2015","IQLOGG INC","1","1","1","0","54","7513","VA","ASHBURN","20147"
"2015","GRADUATION ALLIANCE INC","1","0","0","0","61","0553","UT","SALT LAKE CITY","84101"
"2015","PACIFIC NORTHWEST SOCCER CLUB","1","0","0","0","61","1780","WA","TUKWILA","98188"
"2015","DECIPHER SOFTWARE SOLUTIONS","8","1","20","1","54","4476","FL","CLEARWATER","33762"
"2015","ZIGGURAT SOLUTIONS LLC","0","0","1","0","54","8263","NY","LYNBROOK","11563"
"2015","GFM WORLD INC","1","0","0","0","54","5124","NY","NEW YORK","10007"
"2015","ADVANTCO INTL LLC","1","0","0","0","54","7357","NC","RALEIGH","27615"
"2015","IQ MEDICAL SERVICES LLC","0","0","1","0","99","9423","FL","MIAMI","33155"
"2015","GOCOOL INC","0","1","1","0","54","9559","WA","SAMMAMISH","98074"
"2015","SUNRISE PETROSOLUTIONS TECH INC","1","0","0","0","54","0675","TX","HOUSTON","77042"
"2015","HORIZON TIRE INC","0","0","1","0","54","4474","CA","IRWINDAL","91706"
"2015","HORIZON TIRE  INC","2","0","1","0","32","4474","CA","IRWINDALE","91706"
"2015","FIDELITY INVESTMENTS","16","0","88","1","52","6067","MA","BOSTON","02210"
"2015","FAURECIA EMISSIONS CONTROL TECHNOL","5","0","5","0","33","8037","IN","COLUMBUS","47201"
"2015","COVANEX INC","0","0","1","0","54","8471","NY","CORNING","14830"
"2015","COVANEX INC","3","4","8","1","54","9471","NY","CORNING","14830"
"2015","SUMMER INFANT USA INC","0","0","1","0","42","1043","RI","WOONSOCKET","02895"
"2015","KT INVAR SOFTWARE LLC","1","0","0","0","51","1274","KY","ERLANGER","41018"
"2015","HORIZON SCIENCE ACADEMY INC","2","0","1","0","61","1415","OH","COLUMBUS","43229"
"2015","HORIZON SCIENCE ACADEMY INC","1","0","0","0","61","1415","OH","COLUMBUS","44229"
"2015","INNOCOR FOAM TECHNOLOGIES LLC","0","0","1","0","33","1725","NJ","WEST LONG BRANCH","07764"
"2015","WELLSPRING WIRELESS DBA H2ODEGREE","0","0","1","0","33","1801","PA","NORTH WALES","19454"
"2015","LG NANOH2O INC","1","0","0","0","54","3276","CA","EL SEGUNDO","90245"
"2015","DEVERO INC","0","0","2","0","54","3831","CA","SAN JOSE","95118"
"2015","CENDUIT LLC","1","0","1","0","32","6025","NC","DURHAM","27703"
"2015","OAK CAPITAL GROUP INC","1","0","0","0","52","8482","CA","WOODLAND HILLS","91367"
"2015","VSP LLC","0","0","1","0","54","9425","AL","MONTGOMERY","36116"
"2015","FACILE SOFT SOLUTIONS INC","1","0","0","0","54","1418","NJ","MONROE TOWNSHIP","08831"
"2015","MERCEDES-BENZ FINANCIAL SVCS USA L","0","0","1","0","52","3034","MI","FARMINGTON","48331"
"2015","MERCEDES BENZ FINANCIAL SVCS USA L","0","0","1","0","52","3034","MI","FARMINGTON HILLS","48331"
"2015","MEDICO FAMILIAR INC","0","0","1","0","62","6730","GA","NORCROSS","30093"
"2015","OMA AMO ARCHITECTURE PC","1","0","1","0","54","8063","NY","NEW YORK","10014"
"2015","CVM SOLUTIONS LLC","0","0","1","0","56","9526","NY","NEW YORK","10016"
"2015","THE KOHAN GROUP INC","1","0","0","0","54","9835","CA","SAN FRANCISCO","94104"
"2015","MINISOFT TECHNOLOGIES LLC","4","0","1","1","54","2925","TX","SUGAR LAND","77479"
"2015","CYCLE LINK USA INC","1","0","0","0","42","0538","CA","DIAMOND BAR","91765"
"2015","NODAL EXCHANGE LLC","2","0","0","0","52","1915","VA","VIENNA","22182"
"2015","EZ APPS SOLUTIONS LLC","0","0","2","1","54","3215","IN","CARMEL","46032"
"2015","WEPERFORM ORG DBA FREEDOM PERFORMA","0","1","0","0","61","3709","CA","ALHAMBRA","91801"
"2015","SPRING ADULT DAY HLTH CARE INC","0","0","1","0","62","3796","CA","WALNUT","91789"
"2015","STANACARD LLC","0","0","1","0","99","5778","NY","NEW YORK","10001"
"2015","MM INFO SOLUTIONS INC","4","0","1","0","54","6626","NH","NASHUA","03062"
"2015","STPCA DBA SUN TEN LABORATORIES","1","0","0","0","32","7388","CA","IRVINE","92618"
"2015","STPCA","0","0","1","0","44","7388","CA","IRVINE","92618"
"2015","REALEFLOW LLC","0","0","1","0","54","9477","OH","PARMA HTS","44130"
"2015","LPATRICIA S M LLC","0","0","1","0","44","2023","TX","DALLAS","75229"
"2015","FACTUAL INC","1","0","2","0","51","3035","CA","LOS ANGELES","90067"
"2015","MR MEDICAL SOLUTIONS LLC","1","0","0","0","42","4600","PA","PITTSBURGH","15215"
"2015","CPS 5 LLC D/B/A CPS EVENTS","1","0","0","0","72","4887","NY","NEW YORK","10019"
"2015","SANEBOX INC","0","0","1","0","51","5201","MA","BOSTON","02116"
"2015","CORPORATE COMPUTER SOLUTIONS LLC","1","0","6","0","54","7603","FL","TAMPA","33617"
"2015","SAAVN LLC","2","0","1","0","51","0049","NY","NEW YORK","10016"
"2015","MANHATTAN WEST LLC","0","0","1","0","51","0763","NY","NEW YORK","10022"
"2015","HIGHLANDS ENGINEERING & SURVEYING","2","0","0","0","54","1732","ND","DICKINSON","58601"
"2015","CONVERGENT CONSULTING INC","0","0","1","0","54","2101","CA","FREMONT","94539"
"2015","CONVERGENT CONSULTING INC","0","0","0","1","54","2101","CA","MILIPITAS","95035"
"2015","CONVERGENT CONSULTING INC","1","1","3","0","54","2101","CA","MILPITAS","95035"
"2015","TRANSPHORM INC","0","0","1","0","54","5296","CA","GOLETA","93117"
"2015","EPI-USE LABS LLC","0","0","1","2","54","6912","GA","ATLANTA","30319"
"2015","SOFTFORCE CONSULTANTS INC","0","0","1","0","54","0306","CA","SANTA CLARA","95054"
"2015","FANTAGE.COM INC","0","0","1","0","51","2106","NJ","FORT LEE","07024"
"2015","FANTAGE.COM INC","0","0","1","0","54","2106","NJ","FORT LEE","07024"
"2015","LAP PETROLEUM LLC","0","0","1","0","99","3165","VA","CHESAPEAKE","23321"
"2015","SEQUOIA GOLF WOODLANDS LLC","0","0","1","0","71","5529","TX","THE WOODLANDS","77380"
"2015","COMPASS TRAINING SOLUTIONS LLC","0","0","1","0","54","5926","PA","CHADDS FORD","19317"
"2015","OXBOW CARBON LLC","1","0","0","0","42","9417","FL","WEST PALM BEACH","33401"
"2015","CA UNIV OF MGMT & SCIENCES","0","0","0","1","61","0274","CA","ANAHEIM","92801"
"2015","VITECH SYSS INC DBA V3MAIN TECHS","0","0","0","1","54","0456","TX","KATY","77494"
"2015","KLOSED LLC","0","0","1","0","53","1775","NY","GREAT NECK","11021"
"2015","INTELLINUM INC","0","0","1","0","54","1926","TX","MCKINNEY","75070"
"2015","GLOBAL TECHNOLOGY SOLUTIONS INC","1","0","0","0","54","2755","CA","SACRAMENTO","95835"
"2015","CLR ANALYTICS INC","1","0","0","0","48","2930","CA","IRVINE","92618"
"2015","ST PAPER LLC","0","0","1","0","32","4157","WI","OCONTO FALLS","54154"
"2015","KALIOCOMMERCE INC","2","0","0","0","33","7659","CA","CUPERTINO","95014"
"2015","ILLUMINATION ENTERTAINMENT","1","0","0","0","54","9063","CA","SANTA MONICA","90404"
"2015","PREPAID VENTURES LTD","1","0","0","0","52","9481","NY","NEW HYDE PARK","11042"
"2015","RAYONSOFT TECHNOLOGIES INC","13","0","2","0","54","1376","NJ","EDISON","08837"
"2015","HIGHGATE HOTELS LP","1","0","0","0","72","5068","NY","NEW YORK","10019"
"2015","HIGHGATE HOTELS LP","4","1","3","0","72","5068","TX","IRVING","75062"
"2015","STRAVA INC","1","0","1","0","51","5248","CA","SAN FRANCISCO","94107"
"2015","STRAVA INC","0","0","1","0","54","5248","CA","SAN FRANCISCO","94107"
"2015","PENTWATER CAPITAL MANAGEMENT LP","0","0","1","0","52","6027","IL","EVANSTON","60201"
"2015","WAVSYS LLC","5","0","1","1","54","7833","IL","CHICAGO","60654"
"2015","WAVSYS LLC","2","0","2","0","54","7833","NY","BROOKLYN","11249"
"2015","M Y R A ENTERTAINMENT LLC","0","0","1","0","71","8142","NY","NEW YORK","10019"
"2015","SERVICESOURCE DELAWARE INC","0","0","1","0","56","9183","CA","SAN FRANCISCO","94102"
"2015","SERVICESOURCE DELAWARE INC","0","0","4","0","56","9183","CA","SAN FRANCISCO","94107"
"2015","LENOS SOFTWARE","0","0","1","0","51","0008","CA","SAN FRANCISCO","94105"
"2015","MYTHERAPYCOMPANY LLC","0","0","2","0","62","0727","CO","BOULDER","80302"
"2015","ENOTES COM INC","0","0","1","0","99","1032","WA","SEATTLE","98122"
"2015","ENTERPRISE PALS INC","1","0","1","0","54","1777","KS","OLATHE","66062"
"2015","ENTERPRISE PALS INC","1","0","2","0","54","1777","KS","OVERLAND PARK","66212"
"2015","CONSOL PENNSYLVANIA COAL CO LLC","0","0","1","0","21","2852","PA","CANONSBURG","15317"
"2015","PROMEDICA CENTRAL PHYSICIANS LLC","1","0","1","0","62","4161","OH","SYLVANIA","43560"
"2015","SWIFT TECHNOLOGIES INC","6","2","3","0","54","9062","TX","IRVING","75039"
"2015","SMITH & BURGESS LLC","1","0","2","0","54","9445","TX","HOUSTON","77040"
"2015","TIMCO AEROSYSTEMS LLC","0","0","1","0","48","9809","NC","GREENSBORO","27410"
"2015","LOYALTY METHODS INC","12","0","2","0","54","1196","WA","SEATTLE","98104"
"2015","PET CARE CLINIC INC","1","0","0","0","54","1265","MI","LINCOLN PARK","48146"
"2015","HARMON OPHTHALMOLOGY PC","0","0","1","0","54","2106","NY","NEW YORK","10065"
"2015","GLOBAL FINANCIAL ENTERPRISES LLC","1","0","1","0","54","5282","VA","FALLS CHURCH","22046"
"2015","PAYPAL DATA SERVICES INC","7","0","31","0","45","7984","TX","AUSTIN","78729"
"2015","PAYPAL DATA SERVICES INC","1","0","0","0","52","7984","TX","AUSTIN","78729"
"2015","RONALD L CASEY MD PC DBA HMP OF NE","0","0","1","0","62","3074","TN","BRENTWOOD","37027"
"2015","REHAB PATHWAYS LLC","0","0","1","0","62","7636","NY","ROSLYN HEIGHTS","11577"
"2015","KOS SERVICES LLC","0","0","1","0","56","7725","IL","CHICAGO","60654"
"2015","HL GROUP PARTNERS LLC","1","0","0","0","54","8663","NY","NEW YORK","10003"
"2015","GGK TECHNOLOGIES INC","5","0","2","0","54","9609","IL","NAPERVILLE","60563"
"2015","INSEGMENT INC","7","0","0","0","54","1878","MA","NEWTON","02458"
"2015","ZOTEC PARTNERS LLC","0","0","1","0","56","2217","IN","CARMEL","46032"
"2015","SILURIA TECHNOLOGIES INC","0","0","1","0","32","4960","CA","SAN FRANCISCO","94158"
"2015","SCOPE INFOTECH INC","1","0","2","0","54","5371","MD","COLUMBIA","21044"
"2015","MINUTE MENU SYSTEMS LLC","0","0","1","0","54","7680","TX","RICHARDSON","75080"
"2015","HIGHBRIDGE PRINCIPAL STRATEGIES LL","0","0","1","0","52","4276","NY","NEW YORK","10019"
"2015","PORVUS TECHNOLOGIES INC","0","0","1","0","54","4564","VA","ASHBURN","20148"
"2015","INSIGHT GLOBAL LLC","0","0","0","1","56","5560","GA","ATLANTA","30319"
"2015","SAPIENS NA INSURANCE SOLUTIONS INC","1","0","1","1","54","6462","NJ","ROCHELLE PARK","07662"
"2015","RECYCLEREWARDS INC","0","0","3","0","56","9718","NY","NEW YORK","10001"
"2015","CENTER COAST CAPITAL ADVISORS LP","0","0","1","0","52","0280","TX","HOUSTON","77002"
"2015","HIKVISION USA INC","1","0","0","0","42","0806","CA","CITY OF INDUSTRY","91748"
"2015","CUMMING CONSTRUCTION MGT INC","1","0","4","0","54","2096","CA","MURRIETA","92562"
"2015","ICONOLOGY INC DBA COMIXOLOGY","0","0","2","0","99","2907","WA","SEATTLE","98109"
"2015","TRUSTED.COM","2","0","0","0","54","6133","VA","RESTON","20190"
"2015","BEST BEHAVIORAL HEALTHCARE INC","0","0","1","0","52","6845","PA","PHILADELPHIA","19124"
"2015","VOXX ACCESSORIES CORP","0","0","1","0","33","8006","NY","HAUPPAUGE","11788"
"2015","PMC TREASURY INC","0","0","1","0","54","8583","NY","NEW YORK","10017"
"2015","OOYALA INC","0","0","1","0","51","9740","CA","MOUNTAIN VIEW","94040"
"2015","OOYALA INC","3","0","5","0","51","9740","CA","SAN FRANCISCO","94111"
"2015","OOYALA INC","1","0","5","0","51","9740","CA","SANTA CLARA","95054"
"2015","KGL AMERICA INC","0","0","1","0","48","0343","CA","LOS ANGELES","90010"
"2015","VISCIRA LLC","1","0","0","0","54","1140","CA","SAN FRANCISCO","94111"
"2015","SUNRISE BOULEVARD LLC","1","0","0","0","56","2357","MA","QUINCY","02171"
"2015","ZALONI INC","2","0","4","0","54","3635","NC","DURHAM","27709"
"2015","GLYCOS BIOTECHNOLOGIES INC","1","0","0","0","54","7775","TX","HOUSTON","77007"
"2015","C3 PRESENTS LLC","1","0","0","0","71","8924","TX","AUSTIN","78701"
"2015","OCHER TECHNOLOGY GROUP INC","27","9","17","0","54","0905","GA","ALPHARETTA","30022"
"2015","VEDIC CONSULTING INC","0","0","2","0","54","1238","NJ","PRINCETON","08540"
"2015","MUSIC OF OPUS 119","0","0","1","0","61","4277","CA","IRVINE","92620"
"2015","ALTRUISTA HEALTH INC","2","1","2","0","54","4314","VA","RESTON","20190"
"2015","LYFT INC","1","0","0","0","54","9830","CA","SAN FRANCISCO","94107"
"2015","LYFT","0","0","6","1","48","9830","CA","SAN FRANCISCO","94110"
"2015","LYFT INC","5","1","10","0","54","9830","CA","SAN FRANCISCO","94110"
"2015","ENVIRONMENTAL GRANTMAKERS ASSOC","1","0","0","0","81","7646","NY","NEW YORK","10115"
"2015","NEXTIVA INC","1","0","2","0","51","0926","AZ","SCOTTSDALE","85250"
"2015","COMMVAULT AMERICAS INC","0","0","1","0","54","3240","NJ","EATONTOWN","07724"
"2015","COMMVAULT AMERICAS INC","1","0","15","0","54","3240","NJ","OCEANPORT","07757"
"2015","REGO CONSULTING CORPORATION","0","0","1","0","54","3719","UT","CENTERVILLE","84014"
"2015","NORTH AMERICAN UNIV","6","0","0","0","61","5983","TX","HOUSTON","77038"
"2015","NORTH AMERICAN UNIVERSITY","0","0","1","0","61","5989","TX","HOUSTON","77038"
"2015","FREEWHEEL MEDIA INC","0","0","1","0","54","7036","CA","SAN MATEO","94401"
"2015","MIK GROUP INC DBA MIK FUND SOLNS","3","0","1","0","54","3649","NY","NEW YORK","10022"
"2015","ARCADIA SOLUTIONS LLC","1","0","3","0","54","5152","MA","BURLINGTON","01803"
"2015","YAMAHA MOTOR DSTRIB LATIN AMERICA","1","0","0","0","42","7902","FL","MIAMI","33126"
"2015","VCP HOME HEALTH CARE INC","0","0","1","0","62","4753","IL","JOLIET","60435"
"2015","TEXMA PETROLEUM MACHINERY LLC","1","0","0","0","33","9404","TX","HOUSTON","77041"
"2015","VISION3 SOLUTIONS INC","0","0","5","0","54","1759","GA","SUWANEE","30024"
"2015","SUPER ACUPUNCTURE AND HERBOLOGY PC","0","0","1","1","62","2054","NY","FLUSHING","11355"
"2015","A L SHAH DDS INC DBA CREATIVE SMIL","0","0","1","0","62","2435","CA","FULLERTON","92832"
"2015","FAMILIA CARE INC","0","0","1","0","51","3459","TX","ADDISON","75001"
"2015","MASTER YOO S WORLD CLASS TAE KWON","1","0","0","0","71","5145","IN","NOBLESVILLE","46062"
"2015","UNDERCURRENT LLLC","1","0","1","0","54","5851","NY","NEW YORK","10012"
"2015","BRADLEY DENTAL LLC","0","0","1","0","62","6252","IL","CHICAGO","60654"
"2015","MEDASSETS INC","3","0","10","0","54","7606","TX","PLANO","75024"
"2015","TLG KINGS PARK INC","1","0","0","0","99","0438","VA","SPRINGFIELD","22151"
"2015","JAKLITSCH GARDNER ARCHITECTS PC","1","0","0","0","54","3274","NY","NEW YORK","10001"
"2015","AVINGER INC","0","0","1","0","33","3453","CA","REDWOOD CITY","94063"
"2015","MURPHY WALL PRODUCTS INTL INC","0","0","1","0","32","6330","TX","FORT WORTH","76164"
"2015","OMICSOFT CORPORATION","1","0","0","0","54","8769","NC","CARY","27513"
"2015","UNEDOLLAR CONSULTING SERVICES","0","0","1","0","54","8884","TX","AUSTIN","78759"
"2015","APOLLO MANAGEMENT HOLDINGS LP","1","0","0","0","52","0053","NY","NEW YORK","10019"
"2015","Q-SENSEI CORP","1","0","0","0","54","1259","NY","BROOKLYN","11201"
"2015","THE RUBICON PROJECT INC","4","0","10","0","54","1738","CA","PLAYA VISTA","90094"
"2015","SAND 9 INC","1","0","0","0","54","3112","MA","CAMBRIDGE","02139"
"2015","BLINKX LLC","1","0","0","0","51","3948","CA","SAN FRANCISCO","94105"
"2015","RHYTHMONE LLC","0","0","1","0","54","3948","CA","SAN FRANCISCO","94105"
"2015","LEVANTURE INC","0","0","1","0","54","7889","VA","RESTON","20190"
"2015","LEVANTURE INC","1","1","17","1","54","7899","VA","RESTON","20190"
"2015","STRIKE INDUSTRIES INC","1","0","0","0","33","7911","CA","SANTA ANA","92704"
"2015","ANCHALEE THAI CUISINE","0","1","0","0","72","2760","CA","BERKELEY","94710"
"2015","UTAH COLLEGE OF APPLIED TECH","0","0","1","0","61","5208","UT","LEHI","84043"
"2015","Y MEDIA LABS INC","2","0","1","0","54","5679","CA","REDWOOD CITY","94065"
"2015","SECURVIEW INC","2","0","0","0","54","5695","NJ","EDISON","08817"
"2015","FELCONSA MACHINERY CORP","0","1","0","0","42","8569","FL","PEMBROKE PINES","33028"
"2015","AIST NT INC","1","0","2","0","54","8679","CA","NOVATO","94949"
"2015","MAHATHI SOFTWARE CORPORATION","1","0","1","0","54","8755","FL","ORLANDO","32819"
"2015","GOOD DATA CORP","0","0","4","0","54","8777","CA","SAN FRANCISCO","94104"
"2015","AMAZECH SOLUTIONS LLC","4","1","1","0","54","0897","TX","FRISCO","75035"
"2015","NOREN PRODUCTS INC","0","0","1","0","33","1059","CA","MENLO PARK","94025"
"2015","SAVANNAH MIYABI INC","1","0","0","0","99","1979","SC","MYRTLE BEACH","29577"
"2015","ACCOLITE INC","2","0","2","0","54","5497","TX","ADDISON","75001"
"2015","FIRST CHOICE HOME CARE LLC D/B/A C","0","1","0","0","62","7586","MI","SOUTHFIELD","48075"
"2015","VISAM TECHNOLOGIES INC","4","0","6","0","54","9882","TX","FRISCO","75034"
"2015","TWITTER INC","47","1","111","4","54","3779","CA","SAN FRANCISCO","94103"
"2015","SERENGETI ASSET MANAGEMENT LP","0","0","1","0","52","4538","NY","NEW YORK","10012"
"2015","BMP INTERNATIONAL INC","1","0","0","0","99","6439","FL","TAMPA","33634"
"2015","RIGHTPOINT CONSULTING LLC","0","0","1","0","54","7411","IL","CHICAGO","60606"
"2015","DOCBOX INC","0","0","1","0","33","9227","MA","NEWTONVILLE","02460"
"2015","FITBIT INC","5","0","23","2","33","0744","CA","SAN FRANCISCO","94105"
"2015","SURGICAL CARE AFFILIATES INC","1","0","0","0","62","2307","AL","BIRMINGHAM","35209"
"2015","SURGICAL CARE AFFILIATES","0","0","1","0","62","2307","AL","BIRMINGHAM","35244"
"2015","RENAISSANCE JEWELRY NEW YORK INC","0","1","0","0","42","4673","NY","NEW YORK","10022"
"2015","FLAMBOYAN FOUNDATION INC","1","0","0","0","61","4675","DC","WASHINGTON","20036"
"2015","MESOCOAT INC","0","0","1","0","32","4902","OH","EUCLID","44117"
"2015","WIRELESS MEDIA CONS INC DBA WMC GL","1","0","0","0","99","5903","VA","FAIRFAX","22033"
"2015","TEK-SOURCES INC","4","0","1","0","54","8105","OH","CLEVELAND","44130"
"2015","TEK-SOURCES INC","0","0","1","0","54","9105","OH","CLEVELAND","44130"
"2015","S&F CORPORATION","1","0","0","0","45","0017","MN","WOODBURY","55125"
"2015","VIHITA SOLUTIONS INC","3","2","0","0","54","3270","CA","SAN RAMON","94583"
"2015","NUVENTO LLC","0","0","0","1","54","7966","KS","LENEXA","66215"
"2015","NUVENTO LLC","1","1","8","0","54","7966","KS","OVERLAND PARK","66210"
"2015","GLOBAL AMERICAN STAFFING INC","0","0","2","0","54","9301","ME","PORTLAND","04102"
"2015","MAR CHOCOLATE NORTH AMERICA LLC","1","0","0","0","31","0055","NJ","BUDD LAKE","07828"
"2015","MARS CHOCOLATE NORTH AMERICA LLC","0","0","1","0","31","0055","NJ","HACKETTSTOWN","07840"
"2015","RICHRELEVANCE INC","0","0","3","0","51","0339","CA","SAN FRANCISCO","94107"
"2015","RICHRELEVANCE INC","4","0","2","0","54","0339","CA","SAN FRANCISCO","94107"
"2015","ALL STAR HOLDINGS LLC","1","0","0","0","52","5649","TX","ARLINGTON","76011"
"2015","DENTAL DREAMS LLC","12","0","0","0","62","6972","IL","CHICAGO","60654"
"2015","CAMBRIDGE SEMANTICS INC","0","0","1","0","54","4633","MA","BOSTON","02111"
"2015","EVER LUCK CORP","0","1","0","0","42","5156","CA","LA PUENTE","91746"
"2015","PETER KWON DDS LLC","1","0","0","0","62","5994","MD","BETHESDA","20814"
"2015","WAND DENTAL LABORATORY","0","0","1","0","33","7354","IL","BELLWOOD","60104"
"2015","OSHAUGHNESSY ASSET MANAGEMENT LLC","1","0","0","0","52","8799","CT","STAMFORD","06901"
"2015","PROFOUND RADIANCE INC","0","0","1","0","54","9002","DC","WASHINGTON","20005"
"2015","HYATT SHARED SVC CENTER LLC","0","0","2","1","54","1170","OK","OKLAHOMA CITY","73160"
"2015","VALINOR MANAGEMENT LLC","1","0","0","0","52","1915","NY","NEW YORK","10022"
"2015","E BENEFIT SOLUTION INC DBA MIDAS S","1","0","0","0","52","1956","NY","BAYSIDE","11361"
"2015","CYBERNET SOLUTIONS INC","2","1","1","0","54","7085","WA","VANCOUVER","98684"
"2015","DISQUS INC","1","0","0","0","99","7128","CA","SAN FRANCISCO","94105"
"2015","PANTEX ENNERFLO SYSTEMS INC","1","0","0","0","33","8306","TX","HOUSTON","77053"
"2015","VANILLA MONKEY LTD","0","1","0","0","99","1091","CA","LOS ANGELES","90021"
"2015","AJOB STAFFING INC","0","0","1","0","56","3751","CA","LA HABRA","90631"
"2015","AMEEX TECHNOLOGIES CORP","3","0","4","0","54","6752","IL","SCHAUMBURG","60173"
"2015","MRA DIGITAL LLC","0","0","1","0","54","7771","MD","COLUMBIA","21045"
"2015","DGF SERVICES LLC","0","0","2","0","52","9962","CT","NORWALK","06854"
"2015","MOELIS & COMPANY GROUP LP","2","0","1","0","52","0370","NY","NEW YORK","10022"
"2015","KEILAND CONSTRUCTIONS LLC","1","0","0","0","23","1711","LA","LAKE CHARLES","70601"
"2015","ACCEL INTERNATIONAL INC","3","1","8","1","54","8557","TX","IRVING","75039"
"2015","T CETRA LLC","0","0","1","0","54","8814","OH","COLUMBUS","43228"
"2015","WILSON & ASSOCIATES","2","0","5","0","54","1716","TX","DALLAS","75204"
"2015","WILSON & ASSOCIATES LLC","0","0","1","0","54","1716","TX","DALLAS","75219"
"2015","KNOWLEDGE RESERVOIR LLC DBA RPS KN","0","0","1","0","54","5007","TX","HOUSTON","77027"
"2015","BUSINESS INSIDER INC","1","0","1","0","45","6388","NY","NEW YORK","10011"
"2015","CLOUDEEVA INC","1","0","0","0","54","5326","NJ","HIGHTSTOWN","08520"
"2015","CAMPBELL SOUP COMPANY","3","0","2","0","31","9870","NJ","CAMDEN","08103"
"2015","CAMPBELL SOUP COMPANY","1","0","0","0","54","9870","NJ","CAMDEN","08103"
"2015","THE HIBBERT COMPANY","0","0","3","0","54","5335","NJ","TRENTON","08650"
"2015","BENJAMIN R HARVEY COMPANY INC","0","0","3","0","23","0868","NJ","ASBURY PARK","07712"
"2015","AUTOMOTIVE RENTALS INC DBA AUTOMOT","0","0","5","0","53","2527","NJ","MOUNT LAUREL","08054"
"2015","THE COOPER HEALTH SYSTEM","1","0","4","0","62","4462","NJ","CAMDEN","08103"
"2015","EDUCATIONAL TESTING SERVICE","22","0","16","0","61","4479","NJ","PRINCETON","08541"
"2015","THE TRUSTEES OF PRINCETON UNIV","79","0","26","0","61","4501","NJ","PRINCETON","08544"
"2015","THE LAWRENCEVILLE SCHOOL","0","0","1","0","61","4503","NJ","LAWRENCE TOWNSHIP","08648"
"2015","MONMOUTH UNIVERSITY","0","1","1","0","61","4584","NJ","WEST LONG BRANCH","07764"
"2015","GEORGIAN COURT UNIV","1","0","0","0","61","4981","NJ","LAKEWOOD","08701"
"2015","INST FOR ADVANCED STUDY","6","0","3","0","54","4988","NJ","PRINCETON","08540"
"2015","PRINCETON THEOLOGICAL SEMINARY","1","0","0","0","61","5010","NJ","PRINCETON","08542"
"2015","TEXTILE RESEARCH INST DBA TRI/PRIN","1","0","0","0","54","7231","NJ","PRINCETON","08540"
"2015","RIDER UNIVERSITY","1","0","0","0","61","0678","NJ","LAWRENCEVILLE","08648"
"2015","NWL","0","0","1","0","33","1000","NJ","BORDENTOWN","08505"
"2015","GALLUP INC","9","0","2","0","54","9771","NE","OMAHA","68102"
"2015","COOPER ELECTRIC SUPPLY CO","1","0","0","0","99","8076","NJ","MONROE TOWNSHIP","08831"
"2015","MICROSOFT CORPORATION","1","0","0","0","51","4442","WA","REDMOND","98052"
"2015","LEAD IT CORPORATION","1","0","21","0","54","3227","IL","SPRINGFIELD","62704"
"2015","TEK TREE LLC","0","0","1","0","51","3697","DE","NEWARK","19711"
"2015","IMPEX GLS INC","0","0","1","0","54","5129","TX","GRAPEVINE","76051"
"2015","BORN GROUP INC FKA GROUP FMG INC","1","0","0","0","54","6630","NY","NEW YORK","10001"
"2015","BLOOMBERG LP","1","0","0","0","51","7330","NY","NEW YORK","10022"
"2015","COGNIZANT TECH SOLNS US CORP","1","0","0","0","54","2415","TX","COLLEGE STATION","77845"
"2015","BANK SINOPAC LOS ANGELES BRANCH","1","0","0","0","52","7486","CA","LOS ANGELES","90071"
"2015","ELAJIKA INC","0","1","0","0","54","9774","TX","DALLAS","75234"
"2015","CB&I ENVIRONMENTAL & INFRASTRUCTUR","0","0","1","0","54","2730","TX","DALLAS","75204"
"2015","DELOITTE CONSULTING LLP","3","0","0","0","54","6230","PA","PHILADELPHIA","19103"
"2015","BRICK TOWNSHIP BOARD OF EDUCATION","1","0","0","0","61","0220","NJ","BRICK","08724"
"2015","SONY COMPUTER ENTERTAINMENT AMERIC","0","0","1","0","51","5844","CA","SAN MATEO","94404"
"2015","CGI FEDERAL INC","0","0","1","0","54","7176","VA","FAIRFAX","22033"
"2015","PROSOFT IT SVCS INC","1","0","0","0","54","3584","NY","ROCHESTER","14623"
"2015","BECTON DICKINSON AND COMPANY","5","0","24","0","33","0120","NJ","FRANKLIN LAKES","07417"
"2015","BECTON DICKINSON & CO","4","0","2","0","54","0120","NJ","FRANKLIN LAKES","07417"
"2015","BRISTOL MYERS SQUIBB COMPANY","1","0","0","0","32","9035","NJ","NEW BRUNSWICK","08903"
"2015","JOHN BRICKS INC","0","0","1","0","42","9630","NJ","NORTH BERGEN","07047"
"2015","BRISTOL- MYERS SQUIBB COMPANY","21","0","56","0","32","0350","NJ","NEW BRUNSWICK","08903"
"2015","E J BROOKS COMPANY","1","0","0","0","32","3310","IN","ANGOLA","46703"
