,Issue Datetime,Summons Number,Violation Code,Violation Location,Violation Precinct,House Number,Street Name,Intersecting Street,City & State,Ticket Cost,Ticket Type,Zip Code,Lat,Long
250,2019-01-14 10:26:00,8701817759,40,90,90,W,Wythe Ave,22ft N/of S 4th St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11249.0,40.71286509999999,-73.9657721
251,2019-01-12 04:37:00,8725067242,21,88,88,N,Park Ave,250ft E/of Navy St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11201.0,40.6965326,-73.9803407
252,2019-01-14 20:57:00,8611718501,40,90,90,N,Ross St,25ft E/of Bedford Av,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11249.0,40.7047981,-73.9618598
253,2019-01-11 12:02:00,8533532520,71,90,90,S,Marcy Ave,25ft E/of Broadway,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11211.0,40.7084091,-73.95791609999999
254,2019-01-11 13:00:00,8668549492,21,83,83,S,George St,25ft E/of Central Av,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.7015881,-73.9313031
255,2019-01-11 08:26:00,8668548967,21,83,83,S,Hart St,25ft E/of Central Av,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11221.0,40.698738,-73.926305
256,2019-01-11 09:15:00,8723757231,40,94,94,E,West St,25ft N/of Java St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11222.0,40.731141,-73.9594769
257,2019-01-11 03:01:00,8686776577,21,90,90,E,Kent Ave,25ft N/of Keap St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7015756,-73.96381459999999
258,2019-01-12 10:50:00,8696033474,71,88,88,E,Rockwell Pl,25ft N/of Lafayette,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11217.0,40.6867186,-73.97907769999999
259,2019-01-12 07:41:00,8634762981,40,79,79,E,Marcy Ave,25ft N/of Park Ave,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.6975765,-73.94964770000001
260,2019-01-14 12:01:00,8598239630,71,83,83,E,Stockholm St,25ft N/of Stanhope S,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,,40.7035472,-73.9176317
261,2019-01-14 12:00:00,8598239628,21,83,83,E,Stockholm St,25ft N/of Stanhope S,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",,40.7035472,-73.9176317
262,2019-01-14 11:06:00,8676197090,21,90,90,W,Marcy Ave,25ft S/of Division A,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.707779,-73.957922
263,2019-01-14 16:29:00,8693327367,40,83,83,E,Wyckoff Ave,25ft S/of Madison St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11385.0,40.6986844,-73.90954479999999
264,2019-01-11 12:27:00,8533532532,71,90,90,W,S 5th St,25ft S/of Marcy Ave,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11211.0,40.70908,-73.957488
265,2019-01-11 14:51:00,8693326673,16,88,88,W,Ashland Pl,25ft S/of Myrtle Ave,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11201.0,40.6934845,-73.97911959999999
266,2019-01-14 12:03:00,8598239641,21,83,83,E,Stockholm St,25ft S/of Stanhope S,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",,40.7035472,-73.9176317
267,2019-01-12 10:13:00,8694640399,14,90,90,S,Debevoise St,25ft W/of Graham Ave,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11206.0,40.701637,-73.942267
268,2019-01-14 11:24:00,8709666941,40,83,83,N,Putnam Ave,25ft W/of Irving Ave,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11237.0,40.696697,-73.910299
269,2019-01-14 16:08:00,8578348722,14,90,90,S,S 5th St,25ft W/of Marcy Ave,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11211.0,40.70908,-73.957488
270,2019-01-14 11:31:00,8535588760,21,81,81,S,Stuyvesant Ave,25ft W/of Monroe St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11221.0,40.6874929,-73.9329582
271,2019-01-12 10:25:00,8705972577,20,94,94,S,Eckford St,25ft W/of Norman Ave,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11222.0,40.725999,-73.9500279
272,2019-01-11 11:15:00,8676196230,21,90,90,S,Division Ave,25ft W/of Rodney St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.707111,-73.956716
273,2019-01-14 08:45:00,8696514889,21,79,79,N,Herkimer St,25ft W/of St Andrews,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.679282,-73.943094
274,2019-01-14 14:23:00,8709667222,71,83,83,N,Schaefer St,25ft W/of Wyckoff Av,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,,40.6932805,-73.9042944
275,2019-01-14 09:25:00,8701817700,21,90,90,N,S 5th St,2ft E/of Bedford Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7112182,-73.9633836
276,2019-01-14 08:57:00,8701817607,71,90,90,N,S 5th St,2ft E/of Bedford Ave,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11249.0,40.7112182,-73.9633836
277,2019-01-12 12:37:00,8699772660,53,94,94,S,Meeker Ave,2ft E/of Monitor St,"Brooklyn, NY",115.0,"Standing or parking in a safety zone, between a safety zone and the nearest curb, or within 30 feet of points on the curb immediately opposite the ends of a safety zone.",11222.0,40.72162160000001,-73.94194449999999
278,2019-01-14 10:08:00,8670484493,40,90,90,S,S 8th St,2ft W/of Bedford Ave,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11211.0,40.709534,-73.964027
279,2019-01-14 16:02:00,8726817317,20,83,83,N,George St,2ft W/of Evergreen A,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.7014794,-73.9315437
280,2019-01-11 18:02:00,8578348357,20,79,79,S,Herkimer St,2ft W/of Herkimer Ct,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.67945,-73.946153
281,2019-01-14 15:40:00,8600385684,20,79,79,N,Herkimer St,2ft W/of Herkimer Ct,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.67945,-73.946153
282,2019-01-11 07:37:00,8699772117,21,94,94,N,Calyer St,2ft W/of Manhattan A,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11222.0,40.7281498,-73.95328930000001
283,2019-01-12 04:38:00,8725067254,21,88,88,N,Park Ave,300ft E/of Navy St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11201.0,40.6965326,-73.9803407
284,2019-01-11 08:24:00,8711162703,74,79,79,N,Myrtle Ave,300ft E/of Nostrand,"Brooklyn, NY",65.0,Standing or parking a vehicle without properly showing its current plates on the outside of the vehicle.,11205.0,40.6949924,-73.9525012
285,2019-01-11 08:22:00,8711162697,21,79,79,S,Myrtle Ave,300ft E/of Nostrand,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11205.0,40.6949924,-73.9525012
286,2019-01-11 08:54:00,8711162740,20,79,79,E,Marcus Garvey Blvd,300ft N/of Ellery St,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.6992815,-73.9413076
287,2019-01-14 10:02:00,8725068362,46,90,90,W,Humboldt St,300ft S/of Varet St,"Brooklyn, NY",115.0,Double parking,11206.0,40.7032203,-73.94081
288,2019-01-12 09:16:00,8715573965,71,83,83,N,Melrose St,30ft E/of Broadway,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York inspection sticker.,11206.0,40.6974053,-73.9359976
289,2019-01-12 09:15:00,8715573953,14,83,83,N,Melrose St,30ft E/of Broadway,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11206.0,40.6974053,-73.9359976
290,2019-01-14 09:48:00,8699568400,20,79,79,N,Herkimer St,30ft E/of Herkimer C,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11216.0,40.67945,-73.946153
291,2019-01-12 09:16:00,8723263386,38,83,83,S,Himrod St,30ft E/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.69982,-73.920127
292,2019-01-12 09:08:00,8723263349,38,83,83,N,Harman St,30ft E/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.699392,-73.919377
293,2019-01-12 09:07:00,8723263337,38,83,83,S,Harman St,30ft E/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.699392,-73.919377
294,2019-01-12 13:00:00,8650344781,38,83,83,S,Stockholm St,30ft E/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.700675,-73.92163099999999
295,2019-01-12 09:15:00,8723263374,38,83,83,N,Himrod St,30ft E/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.69982,-73.920127
296,2019-01-14 15:49:00,8705075865,70,90,90,S,S 9th St,30ft E/of Marcy Ave,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11211.0,40.7080311,-73.95818469999999
297,2019-01-14 14:45:00,8681882375,40,90,90,S,Throop Ave,30ft E/of Middleton,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.7044824,-73.94879259999999
298,2019-01-12 13:27:00,8580211797,14,88,88,N,Myrtle Ave,30ft E/of Navy St,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11201.0,40.6934845,-73.97911959999999
299,2019-01-11 11:08:00,8723263052,21,90,90,S,Whipple St,30ft E/of Throop Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.701091,-73.945014
300,2019-01-12 11:15:00,8725657471,40,83,83,W,Stanhope St,30ft N/of Bushwick A,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",,40.7035472,-73.9176317
301,2019-01-11 08:39:00,8723262746,21,90,90,E,Humboldt St,30ft N/of Debevoise,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.701808,-73.9405443
302,2019-01-11 08:31:00,8723262722,21,90,90,E,Beaver St,30ft N/of Ellery St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.7006978,-73.9384826
303,2019-01-11 08:35:00,8723262734,20,90,90,W,Beaver St,30ft N/of Ellery St,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.7006978,-73.9384826
304,2019-01-14 11:44:00,8711163239,21,88,88,W,Cambridge Pl,30ft N/of Gates Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11238.0,40.68478,-73.963072
305,2019-01-12 12:08:00,8580560445,20,94,94,W,Kent Ave,30ft N/of Metropolit,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7175168,-73.9647268
306,2019-01-14 08:22:00,8579222102,20,94,94,E,Berry St,30ft N/of N 4th St,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7169694,-73.96077919999999
307,2019-01-11 11:39:00,8705075105,21,94,94,W,Meeker Ave,30ft N/of N 7th St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.714724,-73.9527099
308,2019-01-11 03:05:00,8686776590,21,90,90,E,Kent Ave,30ft N/of Rodney St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.7021067,-73.9644739
309,2019-01-14 20:33:00,8714728989,19,90,90,E,Wythe Ave,30ft N/of Ross St,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7031277,-73.9644003
310,2019-01-14 13:24:00,8650345001,17,88,88,W,Fleet Pl,30ft N/of Willoughby,"Brooklyn, NY",95.0,"Authorized Vehicles Only: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11201.0,40.6920254,-73.9817951
311,2019-01-14 17:17:00,8594441125,40,90,90,E,Park Ave,30ft S/of Bedford Av,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11205.0,40.6967819,-73.956563
312,2019-01-11 08:19:00,8705074885,19,90,90,W,Wythe Ave,30ft S/of Grand St,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7157431,-73.9644947
313,2019-01-11 08:09:00,8705074836,21,94,94,E,Wythe Ave,30ft S/of N 6th St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.718968,-73.961028
314,2019-01-11 11:37:00,8705075087,21,94,94,W,Meeker Ave,30ft S/of N 7th St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.714724,-73.9527099
315,2019-01-11 12:29:00,8638198991,84,94,94,W,Driggs Ave,30ft S/of N 9th St,"Brooklyn, NY",45.0,Parking a Commercial Vehicle on any city street with its platform lift in the lowered position while no one is with the vehicle.,11211.0,40.71814,-73.95525099999999
316,2019-01-11 12:27:00,8638198980,19,94,94,W,Driggs Ave,30ft S/of N 9th St,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11211.0,40.71814,-73.95525099999999
317,2019-01-13 07:15:00,8691641540,19,79,79,E,Bedford Ave,30ft S/of Park Ave,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11205.0,40.6967819,-73.956563
318,2019-01-12 12:07:00,8692648991,62,88,88,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6920254,-73.9817951
319,2019-01-12 12:04:00,8692648980,62,88,88,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6920254,-73.9817951
320,2019-01-13 12:38:00,8692649508,62,88,88,E,Ashland Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6919144,-73.9788866
321,2019-01-13 11:16:00,8692649417,62,88,88,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6920254,-73.9817951
322,2019-01-13 11:14:00,8692649405,62,88,88,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6920254,-73.9817951
323,2019-01-13 11:12:00,8692649399,62,88,88,E,Fleet Pl,30ft S/of Willoughby,"Brooklyn, NY",45.0,Standing or parking a vehicle beyond markings on the curb or the pavement of a street which marks a parking space.,11201.0,40.6920254,-73.9817951
324,2019-01-14 08:49:00,8708936353,21,79,79,W,Kent Ave,30ft S/of Willoughby,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11205.0,40.6926267,-73.9590068
325,2019-01-12 08:48:00,8725657197,20,83,83,E,Stanhope St,30ft S/of Wyckoff Av,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",,40.7035472,-73.9176317
326,2019-01-14 14:52:00,8692649958,40,90,90,N,Scholes St,30ft W/of Bogart St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.7095959,-73.9348857
327,2019-01-12 07:26:00,8696033360,40,83,83,N,Schaefer St,30ft W/of Bushwick A,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",,40.6932805,-73.9042944
328,2019-01-11 10:14:00,8723263027,21,90,90,S,Varet St,30ft W/of Graham Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.703053,-73.942495
329,2019-01-12 09:29:00,8723263441,38,83,83,S,Stockholm St,30ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.700675,-73.92163099999999
330,2019-01-12 09:21:00,8723263404,38,83,83,N,Stanhope St,30ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.700247,-73.92088
331,2019-01-12 09:12:00,8723263362,38,83,83,N,Himrod St,30ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.69982,-73.920127
332,2019-01-12 16:19:00,8650344987,38,83,83,N,Stockholm St,30ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.700675,-73.92163099999999
333,2019-01-12 09:10:00,8723263350,38,83,83,N,Harman St,30ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.699392,-73.919377
334,2019-01-14 12:14:00,8723264019,21,83,83,N,Jefferson St,30ft W/of Knickerboc,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.703667,-73.926891
335,2019-01-14 11:52:00,8724655697,21,94,94,S,Meeker Ave,30ft W/of Manhattan,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.7188081,-73.9468076
336,2019-01-14 19:02:00,8666704007,40,79,79,S,Park Ave,30ft W/of Nostrand A,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11210.0,40.6230271,-73.9464526
337,2019-01-14 12:20:00,8702772942,21,94,94,N,Maspeth Ave,30ft W/of Olive St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.7160683,-73.9390208
338,2019-01-11 11:17:00,8723263106,21,90,90,S,Gerry St,30ft W/of Throop Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.70222,-73.946276
339,2019-01-14 14:23:00,8723758302,70,83,83,N,Schaefer St,30ft W/of Wyckoff Av,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,,40.6932805,-73.9042944
340,2019-01-11 08:59:00,8701817218,14,90,90,N,S 4th St,35ft E/of Kent Ave,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7132966,-73.96740969999999
341,2019-01-11 15:17:00,8538174186,16,94,94,S,N 5th St,35ft E/of Wythe Ave,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.718417,-73.96162
342,2019-01-14 15:23:00,8692595214,20,94,94,E,Provost St,35ft N/of Eagle St,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11222.0,40.7356248,-73.9500135
343,2019-01-14 15:22:00,8692595202,70,94,94,E,Provost St,35ft N/of Eagle St,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11222.0,40.7356248,-73.9500135
344,2019-01-14 11:07:00,8676197106,21,90,90,W,Marcy Ave,35ft S/of Division A,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.707779,-73.957922
345,2019-01-14 11:35:00,8668399925,16,79,79,W,Spencer St,35ft S/of Myrtle Ave,"Brooklyn, NY",95.0,"Truck Loading/Unloading: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11205.0,40.6946849,-73.9552099
346,2019-01-14 11:34:00,8668399913,70,79,79,W,Spencer St,35ft S/of Myrtle Ave,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11205.0,40.6946849,-73.9552099
347,2019-01-12 09:42:00,8723263477,38,83,83,S,Hart St,35ft W/of Knickerboc,"Brooklyn, NY",35.0,Parking Meter -- Failing to show a receipt or tag in the windshield.,11237.0,40.70153,-73.92313299999999
348,2019-01-12 13:08:00,8676738415,37,94,94,S,Milton St,35ft W/of Manhattan,"Brooklyn, NY",35.0,Parking Meter -- Parking in excess of the allowed time ,11222.0,40.729486,-73.9539645
349,2019-01-14 18:05:00,8717800961,70,79,79,S,Stanley Ave,35ft W/of Shepherd A,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11207.0,40.6613798,-73.8794917
350,2019-01-14 18:03:00,8717800950,66,79,79,S,Stanley Ave,35ft W/of Shepherd A,"Brooklyn, NY",45.0,"Parking a trailer or semi-trailer which is not attached to a motor vehicle used for towing it, unless loading or unloading at an off-street platform.",11207.0,40.6613798,-73.8794917
351,2019-01-11 07:19:00,8535587263,20,90,90,S,Marcy Ave,35ft W/of Walton St,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.7009237,-73.95128729999999
352,2019-01-12 12:05:00,8579959615,14,88,88,E,Cumberland St,3ft N/of Atlantic Co,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11217.0,40.6827259,-73.971817
353,2019-01-14 14:55:00,8611631511,70,94,94,W,Driggs Ave,3ft N/of N 4th St,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11211.0,40.715374,-73.95822299999999
354,2019-01-14 20:17:00,8714728953,40,94,94,W,Wythe Ave,3ft S/of N 10th St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11249.0,40.721181,-73.958648
355,2019-01-11 08:26:00,8638198681,21,94,94,S,N 11th St,40ft E/of Bedford Av,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11249.0,40.720046,-73.9553481
356,2019-01-14 13:53:00,8676739250,74,83,83,S,Ditmars St,40ft E/of Broadway,"Brooklyn, NY",65.0,Standing or parking a vehicle without properly showing its current plates on the outside of the vehicle.,11221.0,40.6961695,-73.93385669999999
357,2019-01-11 13:12:00,8668549509,70,83,83,S,Willoughby Ave,40ft E/of Central Av,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11221.0,40.69943900000001,-73.927532
358,2019-01-13 13:39:00,8708936109,20,94,94,N,N 4th St,40ft E/of Driggs Ave,"Brooklyn, NY",60.0,"General No Parking: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.715374,-73.95822299999999
359,2019-01-12 10:17:00,8676196850,19,88,88,N,Dekalb Ave,40ft E/of Flatbush A,"Brooklyn, NY",115.0,"Bus Stop: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11201.0,40.6897731,-73.9810309
360,2019-01-12 10:15:00,8676196849,70,88,88,N,Dekalb Ave,40ft E/of Flatbush A,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,11201.0,40.6897731,-73.9810309
361,2019-01-11 11:18:00,8598238739,21,83,83,N,Suydam St,40ft E/of Irving Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11237.0,40.703543,-73.922331
362,2019-01-11 08:58:00,8701817206,14,90,90,S,S 4th St,40ft E/of Kent Ave,"Brooklyn, NY",115.0,"General No Standing: Standing or parking where standing is not allowed by sign, street marking or; traffic control device.",11249.0,40.7132966,-73.96740969999999
363,2019-01-11 10:12:00,8723263015,21,90,90,S,Varet St,40ft E/of Manhattan,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11206.0,40.702895,-73.944217
364,2019-01-12 04:33:00,8725067205,21,88,88,N,Park Ave,40ft E/of Navy St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11201.0,40.6965326,-73.9803407
365,2019-01-11 08:46:00,8638198747,21,94,94,S,Frost St,40ft E/of Union Ave,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.7173864,-73.9521698
366,2019-01-11 11:46:00,8701817334,21,90,90,E,Marcy Ave,40ft N/of Division A,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.707779,-73.957922
367,2019-01-14 15:25:00,8730300010,51,90,90,E,Bogart St,40ft N/of Meserole S,"Brooklyn, NY",115.0,"Stopping, standing or parking on a sidewalk.",11206.0,40.7089134,-73.9345857
368,2019-01-11 13:23:00,8709666461,70,83,83,E,Knickerbocker Ave,40ft N/of Moffat St,"Brooklyn, NY",65.0,Standing or parking a vehicle without showing a current New York registration sticker.,,40.69883069999999,-73.9183614
369,2019-01-11 13:21:00,8709666450,40,83,83,E,Knickerbocker Ave,40ft N/of Moffat St,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",,40.69883069999999,-73.9183614
370,2019-01-11 11:40:00,8705075117,21,94,94,W,Meeker Ave,40ft N/of N 7th St,"Brooklyn, NY",45.0,"Street Cleaning: No parking where parking is not allowed by sign, street marking or traffic control device.",11211.0,40.714724,-73.9527099
371,2019-01-12 08:09:00,8580359193,40,90,90,W,Wallabout St,40ft N/of Union Ave,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11206.0,40.7005902,-73.9502674
372,2019-01-12 12:12:00,8668549698,40,90,90,E,S 5th St,40ft S/of Bedford Av,"Brooklyn, NY",115.0,"Stopping, standing or parking closer than 15 feet of a fire hydrant. ",11249.0,40.7112182,-73.9633836
